symbol,htf_strength_min,trades,WR_%,exp_R,PF,q_pass_%,score
EURTRY,0.0,0,0.0,0.0,0.0,0,-1000000000.0
EURTRY,0.15,0,0.0,0.0,0.0,0,-1000000000.0
EURTRY,0.3,0,0.0,0.0,0.0,0,-1000000000.0
EURTRY,0.5,0,0.0,0.0,0.0,0,-1000000000.0
EURTRY,0.8,0,0.0,0.0,0.0,0,-1000000000.0
