entry_time,exit_time,side,entry,sl,tp,exit,qty,pnl,balance_after,result,exit_minus_entry,cumulative_pnl
2025-01-24 16:10:00+00:00,2025-01-24 17:45:00+00:00,sell,35.678149999999995,35.68564,35.67065999999999,35.67065999999999,13351.134846454435,100.0,10100.0,win,-0.0074900000000042155,100.0
2025-01-24 18:30:00+00:00,2025-01-24 19:00:00+00:00,sell,35.66918,35.676280000000006,35.66207999999999,35.66207999999999,14225.352112659382,101.0,10201.0,win,-0.007100000000008322,201.0
2025-01-24 20:25:00+00:00,2025-01-24 21:30:00+00:00,sell,35.65365,35.66975,35.63755,35.66975,6336.024844719885,-102.01,10098.99,loss,0.016100000000001558,98.99
2025-01-27 00:00:00+00:00,2025-01-27 00:05:00+00:00,sell,35.65692,35.674510000000005,35.639329999999994,35.674510000000005,5741.324616257429,-100.9899,9998.0001,loss,0.017590000000005546,-1.999900000000011
2025-01-27 00:30:00+00:00,2025-01-27 05:45:00+00:00,sell,35.63084,35.67602,35.58566,35.67602,2212.926095617432,-99.980001,9898.020099,loss,0.045180000000001996,-101.97990100000001
2025-01-27 08:05:00+00:00,2025-01-27 09:00:00+00:00,buy,35.68596,35.65461,35.717310000000005,35.717310000000005,3157.26318947335,98.98020099,9997.000299989999,win,0.03135000000000332,-2.999700010000012
2025-01-27 09:25:00+00:00,2025-01-28 01:00:00+00:00,buy,35.718450000000004,35.696299999999994,35.740600000000015,35.740600000000015,4513.318419857895,99.97000299989999,10096.9703029899,win,0.02215000000001055,96.97030298989998
2025-01-28 01:10:00+00:00,2025-01-28 20:00:00+00:00,buy,35.74195,35.7234,35.76050000000001,35.7234,5443.110675464865,-100.969703029899,9996.00059996,loss,-0.01855000000000473,-3.999400039999017
2025-01-29 02:05:00+00:00,2025-01-29 02:15:00+00:00,sell,35.72517,35.737390000000005,35.71294999999999,35.737390000000005,8180.03322418561,-99.9600059996,9896.0405939604,loss,0.012220000000006337,-103.95940603959902
2025-01-29 04:10:00+00:00,2025-01-29 08:00:00+00:00,sell,35.72566,35.75327,35.698049999999995,35.75327,3584.223322694458,-98.96040593960402,9797.080188020796,loss,0.0276100000000028,-202.91981197920302
