symbol,htf_strength_min,trades,WR_%,exp_R,PF,q_pass_%,score
CADJPY,0.0,499,47.9,0.437,1.61,46.2,22.97
CADJPY,0.15,418,43.54,0.306,1.35,23.1,7.08
CADJPY,0.5,167,42.51,0.275,1.4,0.0,-5.49
CADJPY,0.3,318,40.88,0.226,1.28,0.0,-7.12
CADJPY,0.8,41,41.46,0.244,1.71,0.0,-16.54
