symbol,htf_strength_min,trades,WR_%,exp_R,PF,q_pass_%,score
GBPJPY,0.0,435,47.13,0.414,1.46,46.2,22.2
GBPJPY,0.15,375,45.33,0.36,1.35,23.1,8.87
GBPJPY,0.3,293,41.3,0.239,1.14,7.7,-2.86
GBPJPY,0.5,147,42.86,0.286,1.26,0.0,-5.14
GBPJPY,0.8,52,36.54,0.096,1.0,0.0,-21.46
