symbol,htf_strength_min,trades,WR_%,exp_R,PF,q_pass_%,score
EURUSD,0.0,486,50.62,0.519,1.68,69.2,37.23
EURUSD,0.15,399,46.87,0.406,1.47,23.1,10.41
EURUSD,0.3,297,43.1,0.293,1.27,0.0,-4.9
EURUSD,0.5,163,42.94,0.288,1.28,0.0,-5.06
EURUSD,0.8,45,33.33,-0.0,0.8,0.0,-24.67
