y,x,beta,half_life_hours,n_trades,total_pnl,avg_pnl,hit_rate,sharpe,max_dd,avg_duration_days,n_trades_is,total_pnl_is,avg_pnl_is,hit_rate_is,sharpe_is,max_dd_is,avg_duration_days_is,n_trades_oos,total_pnl_oos,avg_pnl_oos,hit_rate_oos,sharpe_oos,max_dd_oos,avg_duration_days_oos
GBPUSD,USDCHF,-0.6347555815415898,427.0411348168587,22,0.04970120658377848,0.002259145753808113,0.6363636363636364,0.4005189296805712,-0.03614809855206643,14.09280303030303,15,0.03847374029470342,0.0025649160196468948,0.6,1.003495918330556,-0.03614809855206643,16.886111111111113,1,0.009283953897682606,0.009283953897682606,1.0,0.0,0.0,14.083333333333334
NZDCAD,GBPJPY,-0.155318332220742,351.5198267913333,29,0.05859449443984085,0.002020499808270374,0.7241379310344828,0.7484456318987608,-0.03675362241713315,12.002873563218392,26,0.08492351677334492,0.003266289106667112,0.7692307692307693,1.412900569338072,-0.02233477163327017,11.322115384615385,1,-0.00934194275384106,-0.00934194275384106,0.0,0.0,0.0,28.875
GBPCHF,EURCAD,-0.380760791450922,468.4696023988509,23,0.15920836907681735,0.0069221030033398846,0.7391304347826086,1.4369358533524592,-0.030247157260170923,11.936594202898549,19,0.1340014334431869,0.007052707023325627,0.7894736842105263,3.360073423905574,-0.030247157260170923,11.324561403508772,1,-0.003384419173810114,-0.003384419173810114,0.0,0.0,0.0,30.125
NZDCAD,NZDJPY,-0.0190859983826533,496.7246911922218,20,0.054734047051905835,0.0027367023525952917,0.65,0.8393348527770147,-0.043620671855498096,18.66041666666667,18,0.057302907594280056,0.003183494866348892,0.6666666666666666,0.9596387292822686,-0.019375066612941635,17.46527777777778,1,0.00033602838136665043,0.00033602838136665043,1.0,0.0,0.0,27.875
NZDCAD,GBPUSD,-0.1377584169793421,419.70339541337074,21,0.05930415383743273,0.002824007325592035,0.7142857142857143,0.8081732390795187,-0.06045164327718727,18.640873015873016,19,0.07844304722967337,0.004128581433140703,0.7894736842105263,1.2079488450667684,-0.024175278484060557,17.361842105263154,1,-0.0062826043065766675,-0.0062826043065766675,0.0,0.0,0.0,28.291666666666668
EURCHF,GBPCAD,-0.3855354688359925,411.9858909241256,44,0.10236965294281061,0.002326583021427514,0.5681818181818182,1.805478436678505,-0.04159444900262764,7.967803030303031,42,0.09087683380999073,0.002163734138333113,0.5714285714285714,1.9747836511113355,-0.04159444900262764,7.272817460317461,1,-0.01395378131336309,-0.01395378131336309,0.0,0.0,0.0,39.958333333333336
NZDCAD,EURUSD,-0.1102108634252646,435.6054510101124,18,0.017639074296688997,0.0009799485720382777,0.6111111111111112,0.2540126175123139,-0.05893186319875138,21.645833333333332,16,0.03231846204491417,0.0020199038778071355,0.6875,0.5170148070575098,-0.023025659946380873,20.333333333333332,1,-0.006713540987986955,-0.006713540987986955,0.0,0.0,0.0,28.875
NZDCAD,GBPCAD,-0.1774718182160814,374.5537592918044,22,0.005771247323426682,0.00026232942379212195,0.7727272727272727,0.0586432732102865,-0.06947966998250037,17.363636363636367,19,0.028791908490320827,0.0015153636047537278,0.8421052631578947,0.3585154363342934,-0.03309539925653225,16.872807017543863,1,-0.004888332249858345,-0.004888332249858345,0.0,0.0,0.0,28.75
GBPCHF,USDCHF,0.3652254078981335,422.0111111602967,22,0.04505410287383958,0.0020479137669927082,0.6363636363636364,0.3622501380432692,-0.036505595200513566,14.140151515151514,15,0.037026060000190465,0.0024684040000126977,0.6,0.9499284000498551,-0.036505595200513566,16.950000000000003,1,0.00626946296711417,0.00626946296711417,1.0,0.0,0.0,14.166666666666666
NZDUSD,GBPCAD,-0.4904718329023138,485.6769050559715,21,0.0924626512214589,0.004402983391498043,0.6190476190476191,0.6163335854864463,-0.02393624055453688,21.48015873015873,17,0.1315319930678878,0.007737176062816929,0.7058823529411765,1.9246955383734665,-0.023936240554536886,22.84313725490196,1,-0.0014215676154679417,-0.0014215676154679417,0.0,0.0,0.0,27.0
NZDCAD,EURJPY,-0.1851092834675264,324.7243011094508,23,0.003955889483048614,0.00017199519491515713,0.7391304347826086,0.062140843187061354,-0.042177787479032766,13.548913043478263,19,0.029992049273791756,0.0015785289091469347,0.8421052631578947,0.6328461087546018,-0.015219966708722468,13.82017543859649,1,-0.01117025512237737,-0.01117025512237737,0.0,0.0,0.0,28.875
GBPCHF,EURUSD,-0.4437615542068709,370.41700979278585,20,0.008501243713982455,0.0004250621856991228,0.5,0.06099738680616277,-0.04452748978562647,14.418750000000003,15,0.02856336910628177,0.0019042246070854513,0.5333333333333333,0.5562676467976746,-0.04208989510797559,16.494444444444444,1,-0.0010867006503139732,-0.0010867006503139732,0.0,0.0,0.0,22.416666666666668
GBPCHF,EURAUD,-0.3785199472555725,485.3575958557692,23,0.10446482843280981,0.004541949062296079,0.6956521739130435,0.89057992600716,-0.033810653136026894,13.746376811594201,20,0.1053229066407891,0.005266145332039455,0.75,1.9426105198443577,-0.033810653136026894,13.33125,1,-0.01649341886639899,-0.01649341886639899,0.0,0.0,0.0,41.708333333333336
NZDCAD,CHFJPY,-0.1523033127900755,318.9179129474391,27,0.022210807728147375,0.0008226225084499028,0.7037037037037037,0.31493998599804096,-0.04576040110395649,12.858024691358027,23,0.014279733919189994,0.0006208579964865215,0.7391304347826086,0.23685073849984684,-0.0302618557056595,12.610507246376812,2,-0.0011691806492975469,-0.0005845903246487734,0.5,-0.12491433230390013,0.0,16.416666666666668
NZDCAD,GBPCHF,0.3735271160568129,373.6715489770092,25,0.06370266499762224,0.0025481065999048897,0.76,0.742889894862387,-0.08646717854826551,15.533333333333335,21,0.05169103995931901,0.002461478093300905,0.7619047619047619,0.6646537430353521,-0.044525247076003395,15.714285714285717,2,-0.0017631568315074325,-0.0008815784157537162,0.5,-0.3133684740760953,-0.010202444172025624,16.625
GBPUSD,AUDCHF,-0.4664882893374283,406.0589577598924,28,0.1655840546781982,0.005913716238507079,0.7857142857142857,0.9629150152175947,-0.02545988856528439,14.776785714285717,21,0.21688617722843365,0.010327913201353983,0.8571428571428571,3.9077397049578035,-0.02545988856528439,15.097222222222223,2,-0.0021002655416736994,-0.0010501327708368497,0.5,-0.3159133775381929,0.0,29.458333333333336
NZDCAD,CADCHF,0.1635048712267761,347.79814631736195,30,0.0715266019223545,0.0023842200640784832,0.7666666666666667,0.7013320650171535,-0.08007414996331022,12.9625,25,0.07651690496503058,0.003060676198601223,0.84,0.8306071098918256,-0.04156797340765967,13.394999999999998,4,-0.0034417283631630923,-0.0008604320907907731,0.5,-0.464649784677899,-0.020237797937288957,7.6875
NZDCAD,NZDCHF,0.1940319747394461,347.19111378640207,30,0.028202778162746852,0.000940092605424895,0.7333333333333333,0.3232490912905027,-0.0684837977443675,12.85138888888889,23,0.031021677957926434,0.0013487686068663666,0.8260869565217391,0.3872281339620458,-0.024861627401199446,14.530797101449277,6,-0.004008413046858022,-0.0006680688411430037,0.3333333333333333,-0.804750353519389,-0.017496553760361806,5.1875
GBPNZD,CADCHF,-0.8735444052822009,397.0843813391416,74,0.15002510032274105,0.002027366220577582,0.4864864864864865,1.299751965400812,-0.0520296634803154,5.101351351351352,67,0.12524862047762542,0.001869382395188439,0.47761194029850745,1.6707801280908774,-0.05202966348031539,4.622512437810946,2,-0.0058818516993691585,-0.0029409258496845793,0.5,-1.0035247079387573,-0.01151245052381463,21.333333333333332
GBPUSD,EURAUD,0.6433929075477623,426.86662690856855,27,0.10070001575345087,0.003729630213090773,0.7777777777777778,0.6100680112692526,-0.02925059664830748,15.458333333333334,17,0.12761491732629093,0.007506759842722996,0.8823529411764706,2.8782965114682417,-0.02506325874523059,17.99019607843137,2,-0.017425255356296278,-0.008712627678148139,0.5,-1.0101351259236084,0.0,32.1875
AUDUSD,EURGBP,0.5836189455831935,450.4335523075097,56,0.08222951040603779,0.001468384114393532,0.5,0.5931339497551675,-0.059910498136596935,7.368303571428571,48,0.16304502914767766,0.003396771440576618,0.5,2.0688182853552517,-0.05991049813659702,6.239583333333333,2,-0.02987194575971469,-0.014935972879857345,0.5,-1.0719519536939184,0.0,34.375
AUDUSD,GBPCAD,-0.2514379943251328,494.2232027746962,18,0.006254389656673395,0.00034746609203741084,0.6111111111111112,0.05878345225608182,-0.07735064474355535,22.51851851851852,15,0.0665027422628469,0.00443351615085646,0.6666666666666666,1.0178733621379294,-0.05543518790129236,20.46111111111111,2,-0.04268451064810408,-0.02134225532405204,0.5,-1.269121460082136,0.0,30.5625
NZDCAD,USDCHF,0.1461991498338669,382.35396509841473,24,0.04551405635826164,0.0018964190149275684,0.7916666666666666,0.506303048672446,-0.06242488189654537,16.43402777777778,21,0.06922665372205451,0.003296507320097834,0.8571428571428571,0.8892140675544019,-0.03518549411691928,15.696428571428571,2,-0.012390887952377425,-0.0061954439761887125,0.5,-1.4956656633155605,0.0,14.625
NZDCAD,USDJPY,-0.2144969638858633,404.1306038642528,59,0.056333089527276635,0.0009547981275809599,0.4745762711864407,0.8519181988974596,-0.05420948041133757,5.390536723163841,53,0.0715924405851357,0.0013508007657572773,0.49056603773584906,1.345580121933694,-0.054209480411337586,5.07940251572327,2,-0.010947599991268242,-0.005473799995634121,0.5,-1.7625100138211243,0.0,14.4375
NZDCAD,CADJPY,-0.2065649894865339,444.3143851112793,57,0.015702293170440442,0.0002754788275515867,0.45614035087719296,0.20247427485943356,-0.04108257370990118,6.370614035087719,50,0.04690889730448537,0.0009381779460897074,0.48,0.7843512973995385,-0.04108257370990118,6.1691666666666665,2,-0.011413047277461168,-0.005706523638730584,0.5,-1.769461128125977,0.0,15.104166666666666
NZDCAD,AUDNZD,-0.5362471287037894,402.4362032413004,56,-0.007692436030580764,-0.00013736492911751365,0.48214285714285715,-0.0942001645580349,-0.05285650803324517,7.182291666666666,49,0.009578996866284422,0.0001954897319649882,0.5102040816326531,0.13463000009367457,-0.05285650803324517,6.747448979591836,6,-0.015897817845757587,-0.0026496363076262647,0.3333333333333333,-1.9285700214224262,-0.004656402511006571,8.125
NZDCAD,AUDJPY,-0.1116557037056049,433.0552803638631,46,0.054409573887013084,0.0011828168236307191,0.5652173913043478,0.6903789757444795,-0.040959212842632944,8.204710144927537,43,0.0722379611980573,0.0016799525860013325,0.5813953488372093,1.0290359624709524,-0.040959212842632944,7.420542635658914,2,-0.011722565760273744,-0.005861282880136872,0.5,-2.0014800768072107,0.0,15.104166666666668
EURJPY,CHFJPY,0.777368926252237,459.2359589812883,31,0.07165860225184802,0.0023115678145757424,0.6451612903225806,1.5028721749267506,-0.05905869439663946,10.966397849462364,28,0.06567616425909516,0.002345577294967684,0.6785714285714286,1.6004728711337064,-0.05905869439663946,9.389880952380953,2,-0.004200822344863653,-0.0021004111724318266,0.0,-2.7438388936911116,-0.00022275064126756842,30.333333333333336
AUDUSD,EURCHF,0.572243659727294,498.3024644324964,30,-0.019774320602793903,-0.0006591440200931301,0.43333333333333335,-0.20144105518151706,-0.11156344223208142,14.331944444444446,16,0.05779065599015811,0.003611915999384882,0.5625,0.859914859373146,-0.0732813519204911,20.369791666666664,13,-0.06364774746242499,-0.0048959805740326915,0.3076923076923077,-2.8143412331465147,-0.02597453991842035,5.378205128205128
AUDCAD,AUDNZD,0.4628768510599064,428.6211501842516,65,0.010959371972529107,0.00016860572265429394,0.4461538461538462,0.1537100003085861,-0.033171056306227145,5.898717948717949,52,0.032202194568470954,0.0006192729724705953,0.5192307692307693,0.5205422178315036,-0.033171056306227145,5.986378205128205,12,-0.020667067673931484,-0.0017222556394942904,0.16666666666666666,-3.059962112512847,-0.014314088570172826,4.104166666666666
CADCHF,EURNZD,-1.0336431188635842,377.6709528334061,42,0.06875118340571042,0.0016369329382312004,0.5476190476190477,0.7982942711240812,-0.05464862961609298,8.998015873015872,30,0.06240320820283413,0.002080106940094471,0.5666666666666667,0.8823237141136113,-0.05464862961609298,10.463888888888887,10,-0.024749155288721833,-0.0024749155288721833,0.4,-3.188389280048439,-0.017995136203473986,2.975
EURCHF,EURJPY,-0.2280782809719815,482.6478838653651,31,0.10257583420450359,0.003308897877564632,0.6774193548387096,1.698459183043194,-0.07169236317616717,11.544354838709678,28,0.08966001633427748,0.00320214344050991,0.7142857142857143,1.732091504099412,-0.07169236317616717,9.9375,2,-0.003088819190299625,-0.0015444095951498125,0.0,-3.6364454784899722,-0.0025453808756285097,32.85416666666667
USDCHF,EURAUD,-1.0219562808946168,495.82275572410487,52,0.002905888852733421,5.588247793718117e-05,0.38461538461538464,0.027547739595905056,-0.12730873883937482,7.552083333333334,21,0.08893988082507287,0.004235232420241565,0.5714285714285714,1.1933541289874656,-0.0640920835338235,14.351190476190478,30,-0.09265242398759199,-0.003088414132919733,0.23333333333333334,-4.006078508486803,-0.04996500189174072,2.0763888888888893
EURCHF,GBPJPY,-0.2196888942943981,455.7776694450792,32,0.15288436877052025,0.004777636524078758,0.6875,2.3059173692562833,-0.046116162516237555,9.579427083333334,28,0.09001953311743031,0.0032149833256225114,0.7142857142857143,2.0471954733475597,-0.04611616251623754,8.116071428571429,2,-0.0026320664724564786,-0.0013160332362282393,0.0,-4.51374438643409,-0.0006033197708152729,30.541666666666664
EURAUD,CADCHF,-0.6473828210792726,461.69201476832416,75,0.013206939846986229,0.00017609253129314973,0.37333333333333335,0.14886545766553388,-0.09207039222840338,5.446111111111111,59,0.059435244832643716,0.0010073770310617578,0.423728813559322,0.8244458989557074,-0.07432527023365956,5.538841807909605,15,-0.062002625394918374,-0.0041335083596612246,0.13333333333333333,-5.6760776943505,-0.0574793231215099,4.041666666666667
EURCHF,GBPNZD,-0.3215032501406074,381.6420114238144,47,0.14196509796130038,0.003020533999176604,0.6170212765957447,2.7023997742055927,-0.03395170001390667,6.896276595744682,43,0.13405242094665135,0.0031174981615500314,0.627906976744186,3.2520012691308313,-0.03395170001390674,6.050387596899224,2,-0.02083386285842491,-0.010416931429212455,0.0,-5.798628412213296,-0.004958932161478111,19.770833333333332
NZDCHF,EURNZD,-1.296442053097816,409.78102081871145,34,0.08129865003649682,0.0023911367657793183,0.6764705882352942,1.4900558689917474,-0.03587782779684557,10.601715686274511,29,0.0967488510101348,0.003336167276211545,0.7241379310344828,2.1218192422411595,-0.03587782779684558,10.22557471264368,4,-0.02422558395688254,-0.006056395989220635,0.25,-5.959628150829739,-0.010312648623828125,11.0
EURAUD,AUDCHF,-0.6776645219618014,449.2112506544885,41,0.055396324927887264,0.0013511298762899334,0.5365853658536586,1.5542553021642218,-0.040509890556998426,9.58841463414634,26,0.08805566465588871,0.0033867563329187966,0.8076923076923077,4.146331422460171,-0.013589952868317615,11.830128205128206,14,-0.0405098905569984,-0.0028935636112141713,0.0,-6.120220154840332,-0.025061324655656362,4.5357142857142865
EURCHF,AUDCHF,0.322324546146472,471.8465778359826,48,0.024242928800179628,0.0005050610166704089,0.4375,0.6229741289202021,-0.04340655036889651,8.777777777777777,26,0.06764947916907608,0.002601903044964465,0.7692307692307693,2.412171435487986,-0.01583412367567523,13.772435897435896,22,-0.04340655036889647,-0.001973025016768021,0.045454545454545456,-6.26691004197504,-0.02812575344505092,2.875
EURCHF,EURAUD,-0.3636480193492756,495.9246291016664,54,0.09417703081868484,0.0017440190892349045,0.42592592592592593,1.72417736901566,-0.05028296018169151,7.1195987654321,28,0.12234606407072407,0.004369502288240145,0.7142857142857143,3.354439262395169,-0.025734415826330098,11.092261904761903,25,-0.050282960181691455,-0.002011318407267658,0.08,-7.009283271276307,-0.03347102852593292,2.3116666666666665
EURCHF,NZDCHF,0.2699299589750336,499.9112510196382,41,0.07850270083774272,0.001914700020432749,0.43902439024390244,1.8743613535106556,-0.02567374630141911,8.876016260162602,25,0.08797463859188313,0.0035189855436753253,0.68,2.7712246546236545,-0.01782331956559704,12.211666666666666,15,-0.025673746301419074,-0.0017115830867612716,0.0,-7.318696482313609,-0.015140279732746254,2.9722222222222223
EURCHF,GBPAUD,-0.3869065881336168,386.7042954854139,48,0.08114999123070947,0.0016906248173064473,0.5416666666666666,1.4981705891773751,-0.04830979028456636,7.016493055555556,42,0.07781269380966144,0.00185268318594432,0.5714285714285714,2.0872764617285937,-0.03272952041794029,6.383928571428571,4,-0.03478877510632542,-0.008697193776581355,0.0,-7.880953090432757,-0.018679713722497684,11.177083333333334
EURCHF,EURNZD,-0.2966863069846622,498.8922427260182,40,0.12022453860751742,0.0030056134651879353,0.5,2.2516226032135647,-0.029417980088575546,8.797916666666666,27,0.13078102551165757,0.004843741685616947,0.7037037037037037,3.130624056407474,-0.025085390649709716,10.944444444444445,12,-0.029417980088575546,-0.0024514983407146287,0.0,-7.971558251390249,-0.01741841497497281,3.5381944444444446
EURCHF,CHFJPY,-0.2226161485449848,452.580336331,33,0.12976656155759947,0.003932320047199984,0.6666666666666666,2.7301926970608803,-0.038058269862851365,9.595959595959597,29,0.10092732288172182,0.0034802525131628213,0.6896551724137931,2.7983910152346687,-0.03805826986285136,8.113505747126437,2,-0.0060740355009319315,-0.0030370177504659658,0.0,-8.374025979147806,-0.0021446768201201314,30.145833333333336
