exit_time,cum_pnl
2024-03-31 21:00:00+00:00,-0.002819873327821875
2024-03-31 21:00:00+00:00,-0.004526044078749025
2024-03-31 21:00:00+00:00,-0.0071873887931573005
2024-06-04 09:00:00+00:00,-0.002907618654425826
2024-06-04 09:00:00+00:00,0.0023303350357879995
2024-06-30 21:00:00+00:00,0.0013272786909338246
2024-06-30 21:00:00+00:00,0.0031095559700851246
2024-08-02 21:00:00+00:00,-0.0017802205661654005
2024-08-05 01:00:00+00:00,-0.0033560463599523506
2024-08-05 09:00:00+00:00,-0.0029856150164084255
2024-08-05 17:00:00+00:00,-0.0023123813067486504
2024-08-06 09:00:00+00:00,-0.0030430585165617755
2024-08-06 17:00:00+00:00,-0.0027151854888394257
2024-08-07 01:00:00+00:00,0.002018637053379524
2024-08-14 01:00:00+00:00,0.006713202183578824
2024-09-19 01:00:00+00:00,0.0152956364186847
2024-09-30 21:00:00+00:00,0.015480201436763024
2024-12-03 01:00:00+00:00,0.016384193693121572
2024-12-06 09:00:00+00:00,0.017997847856572897
2024-12-16 05:00:00+00:00,0.019543420162250396
2024-12-19 01:00:00+00:00,0.022278647582508197
2024-12-19 13:00:00+00:00,0.024317249287112173
2024-12-31 21:00:00+00:00,0.0220559614511631
2025-02-20 05:00:00+00:00,0.023921822644229398
2025-02-24 21:00:00+00:00,0.025471663093208797
2025-02-25 17:00:00+00:00,0.027314964004074172
2025-03-07 13:00:00+00:00,0.03015432599142467
2025-03-10 13:00:00+00:00,0.032482898862770844
2025-03-10 13:00:00+00:00,0.03481041895890619
2025-03-17 01:00:00+00:00,0.03711001418778667
2025-03-31 21:00:00+00:00,0.037055498512411744
2025-03-31 21:00:00+00:00,0.03715950796514132
2025-08-04 09:00:00+00:00,0.039786275997717245
2025-08-13 09:00:00+00:00,0.041984601796298794
2025-09-08 09:00:00+00:00,0.043940417220739346
2025-09-08 09:00:00+00:00,0.04609688793198287
2025-09-30 21:00:00+00:00,0.04569736255759517
2025-09-30 21:00:00+00:00,0.04520862319025262
2025-11-03 13:00:00+00:00,0.046766515420259974
2025-11-06 17:00:00+00:00,0.049671441922309725
2025-11-19 21:00:00+00:00,0.05148258819175047
2025-11-21 17:00:00+00:00,0.0545392953541001
2025-11-27 01:00:00+00:00,0.05581282153218972
2025-11-27 01:00:00+00:00,0.0567840715127958
2025-12-18 17:00:00+00:00,0.058332241484637545
2026-03-03 09:00:00+00:00,0.06330141121941282
2026-03-03 09:00:00+00:00,0.0675089284461043
2026-03-19 13:00:00+00:00,0.06712214587995753
2026-03-24 13:00:00+00:00,0.0667798301308492
