window,test_start,test_end,alpha,beta,adf_p,skipped,n_trades,y,x
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.27531420983719446,0.8794815921353308,0.18179488440358083,adf_gate,,AUDUSD,EURGBP
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.3842228860438087,0.287193092271595,0.08558370601074311,,2.0,AUDUSD,EURGBP
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.3703055223315505,0.41751984962114924,0.0005473211497266895,,3.0,AUDUSD,EURGBP
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.30889207508675826,0.8399546181308127,0.0003698654595923846,,1.0,AUDUSD,EURGBP
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.007192002851962466,-0.5175602888270465,0.02896563737323547,,1.0,GBPUSD,CADCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.11334867986513998,-0.27372259040616054,0.023501279407512236,,1.0,GBPUSD,CADCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.08554544417738329,-0.3423398680885607,0.018321236104851913,,3.0,GBPUSD,CADCHF
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.048539490131889275,-0.6604708444107823,0.03862747257806632,,1.0,GBPUSD,CADCHF
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.06399591740120983,-0.41029752624985294,0.04780330320930919,,1.0,GBPUSD,CADCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.10953590946902941,-0.29802273301495896,0.04731762555274036,,1.0,GBPUSD,CADCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.04895357774877007,-0.6444909102968602,0.06115352461315813,,2.0,GBPUSD,CADCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.14418847308788446,-0.8247792047709058,0.00112395959154986,,1.0,GBPUSD,CADCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.08459742437569111,-0.6923640450474118,0.026994083507398126,,1.0,GBPUSD,CADCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.02086256106155621,-0.6820592243255716,0.06715117543927805,,1.0,CADCHF,EURNZD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.28104515586300766,-0.24152591999649062,0.04521529934184916,,1.0,CADCHF,EURNZD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.5280232977494578,0.18116140231952144,0.0018534764685204754,,3.0,CADCHF,EURNZD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.340148576565672,-0.1597979826961482,0.13069340251644512,adf_gate,,CADCHF,EURNZD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.09750126685928308,-0.5927569603484991,0.08131230169710585,,1.0,CADCHF,EURNZD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.01184119413014721,-0.7407763313109227,0.016357705963046438,,0.0,CADCHF,EURNZD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,0.023770131497744,-0.8196835410343284,0.010023384538174585,,2.0,CADCHF,EURNZD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,0.06524677197008846,-0.8905962901320428,0.001612936935423712,,2.0,CADCHF,EURNZD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,0.09745901976946919,-0.9336543187342893,0.0035370758449237,,1.0,CADCHF,EURNZD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.41400281219954055,-0.6865624557305975,0.04695598948693053,,0.0,EURAUD,USDCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.5000490437326888,-0.0002933986889065921,0.0021183264216394783,,2.0,EURAUD,USDCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.5042810305644058,0.02960112959470087,0.05450765963440761,,2.0,EURAUD,USDCHF
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,0.4984407837882432,0.009127637446115309,0.006339263217642735,,2.0,EURAUD,USDCHF
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.4917098286435589,-0.021713934175656622,0.006067889678713103,,1.0,EURAUD,USDCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.5017398866897268,0.028852934677917122,0.38966540648096865,adf_gate,,EURAUD,USDCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,0.429067883959581,-0.6214171576780085,0.08366015083236661,,2.0,EURAUD,USDCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,0.4312417769394965,-0.664578668913652,0.0018465801705836087,,2.0,EURAUD,USDCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,0.4661654491265728,-0.5045023496281352,0.00020466272939677972,,1.0,EURAUD,USDCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.11403395243715132,0.5081285542668945,0.022227587070022203,,2.0,NZDCAD,NZDCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.07751231654744327,0.4440760767866746,0.025512960479204393,,1.0,NZDCAD,NZDCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.12764638411197296,0.5234972191481359,0.016169700321044332,,2.0,NZDCAD,NZDCHF
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.08368021012246132,0.17082219096470633,0.09486596748947368,,2.0,NZDCAD,NZDCHF
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.11417166768609044,0.11739102867040216,0.04473701125529081,,1.0,NZDCAD,NZDCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.04276350517940543,0.23165455532925977,0.007385191722502054,,0.0,NZDCAD,NZDCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.04714157259315835,0.21849789107492168,0.006033157187522305,,1.0,NZDCAD,NZDCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.11141479697570388,0.12516491148684877,0.00026682996039664714,,1.0,NZDCAD,NZDCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.07559159873370452,0.18054984994023512,0.002758159250493104,,1.0,NZDCAD,NZDCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.20907070662949864,0.2624496492448071,0.03322587439963335,,1.0,NZDCAD,EURUSD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.2467823111521255,0.6250329548753338,0.003913233795284393,,1.0,NZDCAD,EURUSD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.23593042508487397,0.49791260530332465,0.047582862185329186,,1.0,NZDCAD,EURUSD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.2453126262523251,0.6855300678820033,0.0158832282087115,,2.0,NZDCAD,EURUSD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.22398221386622058,0.454610117153162,0.008889527476511398,,4.0,NZDCAD,EURUSD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.22691835904196747,0.49728384728147973,0.001088329437357185,,0.0,NZDCAD,EURUSD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.20847816879337194,0.17738088683948525,0.002129001649585882,,3.0,NZDCAD,EURUSD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.20151752078084548,0.027312831888083037,0.00020927786856207711,,1.0,NZDCAD,EURUSD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.2046306542403896,-0.020840755567352546,0.013853411016022835,,1.0,NZDCAD,EURUSD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.002481577314175073,0.4693127442656562,0.01667058640482312,,1.0,NZDCAD,CADCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.26260928961479385,-0.15829650363488684,0.006589847454801115,,1.0,NZDCAD,CADCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.3586042312400832,-0.38193078144332965,0.036005157854030925,,2.0,NZDCAD,CADCHF
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.32530684107532265,-0.3127349082240021,0.0438460634739583,,1.0,NZDCAD,CADCHF
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.25074991405056046,-0.141675397175443,0.06674060820063771,,1.0,NZDCAD,CADCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.19690231446910056,-0.012180714331168482,0.01830511819171079,,0.0,NZDCAD,CADCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.16811645939465245,0.05325912230354209,0.0032817502654466884,,3.0,NZDCAD,CADCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.18030694417163903,0.03699019458644943,0.00014481073572980238,,1.0,NZDCAD,CADCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.1523601418273242,0.10507461259184327,0.0061825186645339284,,1.0,NZDCAD,CADCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.06289157719920366,-0.2602342699744542,0.01501837612835428,,1.0,GBPUSD,NZDCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.21962201713871812,-0.014164147816089113,0.018513929980292762,,0.0,GBPUSD,NZDCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.3745531673492216,0.2324314142974675,0.032142635027683816,,1.0,GBPUSD,NZDCHF
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,0.13493352274875323,-0.16422249582994916,0.21504955921565422,adf_gate,,GBPUSD,NZDCHF
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.14159361299219156,-0.16466580763610633,0.08400534450559011,,1.0,GBPUSD,NZDCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.2625318052325169,0.029259535120158234,0.09571732261648708,,0.0,GBPUSD,NZDCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,0.06379232817467032,-0.2900464492337203,0.182441851777009,adf_gate,,GBPUSD,NZDCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.16595028493771644,-0.6211253534603569,0.0007614196753481794,,1.0,GBPUSD,NZDCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.061690706000621036,-0.4641464123590477,0.03358107920114888,,2.0,GBPUSD,NZDCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.23699022698748917,-0.6029147672000538,0.0037574024162487477,,2.0,NZDCAD,GBPNZD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.30024340079231765,-0.6863848147455638,0.009645213828018286,,1.0,NZDCAD,GBPNZD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.2896151264920556,-0.6658436810493215,0.041633956379064814,,1.0,NZDCAD,GBPNZD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.12990516570309021,-0.08179889046597957,0.17190067609665177,adf_gate,,NZDCAD,GBPNZD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.06430903135453059,-0.16562168983457984,0.041608939887578085,,1.0,NZDCAD,GBPNZD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.0436071796221295,-0.30748259231596536,0.006275296446494821,,0.0,NZDCAD,GBPNZD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,0.06875267181124259,-0.33461653352307913,0.0048039612863463145,,2.0,NZDCAD,GBPNZD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,0.009811443418610923,-0.26043467621204325,0.0003509458320222453,,1.0,NZDCAD,GBPNZD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,0.10179187701827103,-0.3778126784744128,0.005697115625013745,,2.0,NZDCAD,GBPNZD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.21473951682574063,-0.18383221418576254,0.14838437915538438,adf_gate,,GBPCHF,EURNZD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.12508593672829585,-0.03087873794582856,0.06978173066658164,,1.0,GBPCHF,EURNZD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.06270549931856206,0.08344092991874615,0.09080021899254864,,7.0,GBPCHF,EURNZD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,0.035502713405505204,0.13343899833033432,0.03405155162214863,,1.0,GBPCHF,EURNZD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.04047864782060494,0.13311685391191017,0.0024104581551455994,,2.0,GBPCHF,EURNZD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.1517002165062042,-0.04865811264591575,0.003871947038336213,,0.0,GBPCHF,EURNZD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,0.2702149895532791,-0.2557110753506997,0.0032947433717949604,,0.0,GBPCHF,EURNZD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,0.3891145446582462,-0.45100871893374395,0.012943111478666813,,2.0,GBPCHF,EURNZD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,0.5148626800304259,-0.6417759536582086,0.002441278904347974,,1.0,GBPCHF,EURNZD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.041851040499093696,0.44587561528566133,0.011516126488452887,,1.0,NZDCAD,AUDCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.03982778874198672,0.28930368013882224,0.017751704164170996,,1.0,NZDCAD,AUDCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.030745702740194843,0.3066479690445351,0.020220881042065837,,1.0,NZDCAD,AUDCHF
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.13491688048743933,0.10181023033033365,0.0642921168742793,,2.0,NZDCAD,AUDCHF
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.14798547259632072,0.07389961738526082,0.04387443763575632,,1.0,NZDCAD,AUDCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.08493871095371355,0.19434908491502353,0.009541572982380415,,1.0,NZDCAD,AUDCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.1207727547806217,0.1258092195732501,0.004327924872242254,,3.0,NZDCAD,AUDCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.15007500390543072,0.08056891002875703,0.0002769123967352917,,1.0,NZDCAD,AUDCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.16783702863506036,0.06281587544250723,0.01877610918137646,,1.0,NZDCAD,AUDCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,1.8858071658704105,-0.4574359441916125,0.005272049342705983,,1.0,NZDCAD,AUDJPY
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.38131846521626794,-0.12680910056537317,0.007461189264073392,,1.0,NZDCAD,AUDJPY
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-1.3730352591834332,0.25666622304728665,0.011530704155389057,,2.0,NZDCAD,AUDJPY
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.7216749994281593,0.1156777623040564,0.058943138081183545,,2.0,NZDCAD,AUDJPY
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.5323032573097815,0.07475392342977061,0.035677879920130676,,1.0,NZDCAD,AUDJPY
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.8574519831669849,0.14481497292262868,0.009448863344404233,,0.0,NZDCAD,AUDJPY
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.7497165425556747,0.12163286508918925,0.002443389999882097,,3.0,NZDCAD,AUDJPY
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.703578784775867,0.11060552783675412,0.0002999585842477361,,1.0,NZDCAD,AUDJPY
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,0.8677296990776661,-0.23530408760143556,1.6342496811110938e-05,,1.0,NZDCAD,AUDJPY
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.270475054638273,-0.8107321006191607,0.00702211387017082,,0.0,NZDCAD,EURNZD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.27887650179869916,-0.8247885243851604,0.013205563204572205,,1.0,NZDCAD,EURNZD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.31749441837099596,-0.8891347286228115,0.0036672115377404993,,1.0,NZDCAD,EURNZD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,0.15689043900927485,-0.5997425794999487,0.07973315036627404,,1.0,NZDCAD,EURNZD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.12469851922566927,-0.5382998509694363,0.029674946712288167,,3.0,NZDCAD,EURNZD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.09115154445608843,-0.47732438682957384,0.004779350064097161,,1.0,NZDCAD,EURNZD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.03383530226774077,-0.2616570334634514,0.009212212144870795,,2.0,NZDCAD,EURNZD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.11440668716455177,-0.13310944012534412,0.00022189238481810705,,1.0,NZDCAD,EURNZD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.07177424387508952,-0.2041907744593154,0.0028495933693751933,,1.0,NZDCAD,EURNZD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.24466935558712904,0.5072152485302738,0.03767872978421318,,1.0,NZDCAD,GBPCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.18940948937642074,-0.06238245183938672,0.007783320371763814,,1.0,NZDCAD,GBPCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.2100348513247819,0.11770965893974168,0.030731844460629765,,1.0,NZDCAD,GBPCHF
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.2017512391037818,0.10407258784354552,0.052451367584153315,,2.0,NZDCAD,GBPCHF
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.186178554230011,-0.01657961679586861,0.04850672982005698,,1.0,NZDCAD,GBPCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.19191880825694557,0.004087234702171762,0.017189179205141698,,0.0,NZDCAD,GBPCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.2024495153019968,0.0784845501667064,0.003847638777480166,,3.0,NZDCAD,GBPCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.21088084456606118,0.11725346139644012,0.00015397815529551596,,1.0,NZDCAD,GBPCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.23088878240030541,0.2655735541946627,0.0029018522347046562,,1.0,NZDCAD,GBPCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.16219307200259117,0.911333892123212,0.02547100056747692,,1.0,NZDCAD,EURCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.190706685530275,0.1352408838022036,0.011308607101692668,,1.0,NZDCAD,EURCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.1998147396808485,-0.06912656998488989,0.035765393618989866,,2.0,NZDCAD,EURCHF
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.19803085438491305,-0.182906162236512,0.09816401443876177,,2.0,NZDCAD,EURCHF
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.19259480041218616,-0.09184232960904101,0.05304949443912024,,1.0,NZDCAD,EURCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.18868151507575248,0.05535047823618971,0.016234429190206068,,0.0,NZDCAD,EURCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.18309019170305835,0.17532827997900616,0.0038816859107123026,,3.0,NZDCAD,EURCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.19344843949685284,0.0834806845348796,0.00018300650524466963,,1.0,NZDCAD,EURCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.1638262397078894,0.6635072896838863,0.0042568376393998485,,1.0,NZDCAD,EURCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.1945437367526257,-0.22195514163960817,0.1373008965342704,adf_gate,,GBPCHF,EURCAD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.1650083600568802,-0.1518302700924607,0.06137891565840091,,1.0,GBPCHF,EURCAD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.10710548598873525,0.5710598718365291,0.046927090847315014,,10.0,GBPCHF,EURCAD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.04235587154242031,0.3989239449226189,0.05809730460641811,,2.0,GBPCHF,EURCAD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.05916960394475354,0.14919311698949375,0.002263772464309914,,2.0,GBPCHF,EURCAD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.15478943791226774,-0.07957634578815909,0.002524169166677006,,0.0,GBPCHF,EURCAD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,0.2498016579198425,-0.3252804316975475,0.0008689605099765907,,1.0,GBPCHF,EURCAD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,0.3175520713021704,-0.49231407966633034,0.0033381719892166587,,1.0,GBPCHF,EURCAD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,0.40652038355091785,-0.6954105192855561,0.0035333530897720773,,1.0,GBPCHF,EURCAD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.2350550869062523,-0.9536342747655027,0.11232435422948278,adf_gate,,NZDCHF,EURCAD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.5508139607804068,-0.17189820451870927,0.004261053977727275,,1.0,NZDCHF,EURCAD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.7029196410937097,0.21687618104475778,0.015311008676904471,,2.0,NZDCHF,EURCAD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.43554138644949625,-0.48113325884275565,0.018243297561049695,,1.0,NZDCHF,EURCAD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.22868547511654225,-1.0206140613296424,0.12314082746449329,adf_gate,,NZDCHF,EURCAD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.16921981915222445,-1.1788527039441887,0.02797152021745978,,0.0,NZDCHF,EURCAD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.20882483596823082,-1.105665022320201,0.0016934610429876042,,3.0,NZDCHF,EURCAD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.23647243841840637,-1.0601860617973624,0.00011113743612413621,,1.0,NZDCHF,EURCAD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.16714478399305255,-1.2312260891106837,0.004506637179067098,,2.0,NZDCHF,EURCAD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.13429332668896424,-0.6620728235553334,0.005495982917407022,,2.0,NZDCAD,EURAUD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.12506775631903141,-0.642233580603211,0.00993642508216091,,1.0,NZDCAD,EURAUD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.2700326775383546,-0.9326168977226178,0.0012434926903065098,,1.0,NZDCAD,EURAUD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,0.1831178789831053,-0.7503275180623921,0.014913251864731235,,1.0,NZDCAD,EURAUD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.09434345181514277,-0.57126017889094,0.014438022681304964,,2.0,NZDCAD,EURAUD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.005304719229185085,-0.39482202193725113,0.010955554782579022,,0.0,NZDCAD,EURAUD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.1197070918685865,-0.14230299440201105,0.00395378324172022,,3.0,NZDCAD,EURAUD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.15299543136212745,-0.08470380677017637,0.0002532199321041081,,1.0,NZDCAD,EURAUD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.19247585831568467,-0.02621066179803061,0.018480475083807072,,1.0,NZDCAD,EURAUD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.15899015818856574,-0.3766704084745959,0.043353006671186384,,1.0,NZDCAD,AUDNZD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.12168782055631737,-0.9830824736679589,0.0061481758616307655,,1.0,NZDCAD,AUDNZD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.15391173197548533,-0.553632906645417,0.032600477810121084,,1.0,NZDCAD,AUDNZD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.17939133894143974,-0.13119204242972773,0.15757330669621283,adf_gate,,NZDCAD,AUDNZD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.17012533422597081,-0.20798111314670306,0.0515282640193801,,1.0,NZDCAD,AUDNZD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.09446404065439032,-1.0353424105695241,0.00230042717771749,,0.0,NZDCAD,AUDNZD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.16827214923782766,-0.2753121144934378,0.003956832718462853,,3.0,NZDCAD,AUDNZD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.17376322901679758,-0.2681533311168445,7.233163538731039e-05,,1.0,NZDCAD,AUDNZD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.15868804449122287,-0.4737832827448935,2.1531059089417444e-06,,1.0,NZDCAD,AUDNZD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.140256898390449,-0.16112467047060838,0.03103660008664851,,1.0,NZDCAD,USDCAD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.10971093937345988,-0.28899519919068845,0.00700818103123921,,1.0,NZDCAD,USDCAD
