window,test_start,test_end,alpha,beta,adf_p,skipped,n_trades,y,x
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.1628328193485741,-0.05200452206868514,0.003574388420259238,,3.0,NZDCAD,GBPCAD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.21220268501962528,0.022351243502628973,0.00016181318076441233,,1.0,NZDCAD,GBPCAD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.29872178420412226,0.1498640505603098,0.028485170141666627,,1.0,NZDCAD,GBPCAD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.04361164758393777,0.3572471538129616,0.018300356248110973,,1.0,GBPUSD,EURAUD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.33113340523411294,-0.20541164347217716,0.01229243207291534,,0.0,GBPUSD,EURAUD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.44352043074211756,-0.4254890329431921,0.026372581785629352,,2.0,GBPUSD,EURAUD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,0.6063070904630526,-0.7423460890213328,0.06566606811331643,,1.0,GBPUSD,EURAUD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.42373089916730383,-0.36088248470991163,0.0695030450382751,,1.0,GBPUSD,EURAUD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.3042549563420457,-0.12174449323754859,0.105814670900028,adf_gate,,GBPUSD,EURAUD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,0.04650064138154954,0.4075563564489421,0.11369268369414953,adf_gate,,GBPUSD,EURAUD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.07466019081547906,0.6329659772291066,0.000844380058512132,,2.0,GBPUSD,EURAUD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.25298300283434316,0.9444626038199215,0.0003541192281018493,,1.0,GBPUSD,EURAUD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.019757052904715498,-0.6839954342856871,0.10823703153386965,adf_gate,,CADCHF,EURNZD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.2864594894502399,-0.232434323246168,0.03795101000625272,,1.0,CADCHF,EURNZD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.5339629491587714,0.19121405380500606,0.006825197301782477,,7.0,CADCHF,EURNZD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.3440598974424109,-0.15302288451284415,0.135650926773713,adf_gate,,CADCHF,EURNZD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.09767534515864988,-0.5925221420396174,0.08640930633936911,,3.0,CADCHF,EURNZD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.01123224263635573,-0.741757347263792,0.01837278189096341,,0.0,CADCHF,EURNZD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,0.024100082718988818,-0.8199721005250131,0.010829674806387142,,2.0,CADCHF,EURNZD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,0.06607497728140949,-0.8916760001282645,0.0009544714926128764,,2.0,CADCHF,EURNZD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,0.09720675039879759,-0.9330277279104999,0.0020518360173829055,,2.0,CADCHF,EURNZD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.26677971961172087,1.0208419643268907,0.014539331915866063,,0.0,AUDUSD,EURGBP
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.402871499478965,0.11014529580708332,0.013023376848883559,,1.0,AUDUSD,EURGBP
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.5331300556506201,-0.726228547525154,0.006410394026352533,,3.0,AUDUSD,EURGBP
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.5821349900698878,-1.0565396379272178,0.003462950794684067,,1.0,AUDUSD,EURGBP
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.3871329974244259,0.17245688727498074,0.1441658861405944,adf_gate,,AUDUSD,EURGBP
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.2736306461008537,0.8903602950673066,0.13244551413385036,adf_gate,,AUDUSD,EURGBP
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.3828239228640902,0.2963016380116062,0.07619779334778445,,2.0,AUDUSD,EURGBP
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.3698330444811372,0.42077182208335845,0.0007116891966236762,,3.0,AUDUSD,EURGBP
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.3090163538879905,0.8392325148758856,0.00032667923421171493,,1.0,AUDUSD,EURGBP
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.13379214020878563,0.21597110759559668,0.029052187454616876,,1.0,GBPCHF,USDCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.15378991988875243,0.38434129265802197,0.050449614513796905,,1.0,GBPCHF,USDCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.17559022568195246,0.5412094409518068,0.03770797806587524,,2.0,GBPCHF,USDCHF
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,0.16676182441035464,0.43520417941921796,0.14800465238662902,adf_gate,,GBPCHF,USDCHF
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.17931975119201385,0.48285517422258256,0.0024412042330471577,,1.0,GBPCHF,USDCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.1559203369441877,0.27357617457823596,0.0027129032751335006,,0.0,GBPCHF,USDCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,0.1569541151888755,0.2973808483156616,0.0022334336063987888,,1.0,GBPCHF,USDCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,0.1636488230877107,0.36754329876608216,0.003640845049727636,,1.0,GBPCHF,USDCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,0.17217200946836098,0.44293575224423537,0.020952303488416993,,1.0,GBPCHF,USDCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.133729333086987,-0.7842795645702685,0.028422275103364057,,1.0,GBPUSD,USDCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.15371116321161551,-0.6160691551868008,0.036381595295558525,,1.0,GBPUSD,USDCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.17556522165851937,-0.4588132026099515,0.03818978872889894,,2.0,GBPUSD,USDCHF
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,0.16671297905269616,-0.5650934171596887,0.1498503331681108,adf_gate,,GBPUSD,USDCHF
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.1793029652988335,-0.5172603489255243,0.002458000852823544,,1.0,GBPUSD,USDCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.15589558278204965,-0.7266238750799991,0.0027590270831860633,,0.0,GBPUSD,USDCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,0.15697767030854792,-0.7024233228659127,0.002228596371107363,,1.0,GBPUSD,USDCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,0.16367705237059701,-0.6322043650305624,0.0027211360495149224,,1.0,GBPUSD,USDCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,0.17218664244191645,-0.5568624691522687,0.021009570502985197,,1.0,GBPUSD,USDCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.14066400549144864,-0.5247506616737047,0.003605636220129618,,2.0,NZDCAD,GBPAUD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.16039182904168306,-0.5504632010628178,0.009800865394212802,,1.0,NZDCAD,GBPAUD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.18457505229927926,-0.5841629346166873,0.016328240412668484,,1.0,NZDCAD,GBPAUD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.15954580824095224,-0.046564005637877666,0.08127235429070362,,2.0,NZDCAD,GBPAUD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.04561241562236036,-0.21562936390726312,0.021684966209510423,,1.0,NZDCAD,GBPAUD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.000600071941200294,-0.28640473547651296,0.006749420007852805,,0.0,NZDCAD,GBPAUD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.06023203323656326,-0.19265850309525476,0.004640923482497228,,3.0,NZDCAD,GBPAUD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.11382499788462655,-0.12006163166144512,0.0003250789747139236,,1.0,NZDCAD,GBPAUD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.43335981193304085,0.3162697132444913,0.001063419197261636,,1.0,NZDCAD,GBPAUD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.006275235152732895,-0.5196707525293204,0.013451134399021509,,2.0,GBPUSD,CADCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.1128504936016665,-0.27493446871679006,0.01943919695522663,,1.0,GBPUSD,CADCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.08481403824857303,-0.34402822568686076,0.018678199969603525,,3.0,GBPUSD,CADCHF
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.047614693920542545,-0.6582089684462964,0.04733849093646818,,1.0,GBPUSD,CADCHF
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.0656403456586439,-0.40636909348584216,0.03657645783869407,,2.0,GBPUSD,CADCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.11114475267242153,-0.2940427844622166,0.05057578844195021,,1.0,GBPUSD,CADCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.050199113775824505,-0.6466930321464169,0.05504042106150706,,2.0,GBPUSD,CADCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.14597537305730626,-0.8282834305816285,0.0015360403384300978,,1.0,GBPUSD,CADCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.08513743098409576,-0.693130897598854,0.026377077072259118,,2.0,GBPUSD,CADCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.06189177297984186,-0.26185425248050903,0.014148423276795337,,1.0,GBPUSD,NZDCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.21950064419466683,-0.01445465767883604,0.014454371006169048,,0.0,GBPUSD,NZDCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.37300640861449463,0.22988792463034555,0.03238132242965611,,1.0,GBPUSD,NZDCHF
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,0.1350032973994491,-0.16402100530503816,0.2053680258841778,adf_gate,,GBPUSD,NZDCHF
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.14420343967727503,-0.16038850526704626,0.06871666694638603,,1.0,GBPUSD,NZDCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.2658385599295276,0.03465729906588405,0.0945942420178068,,0.0,GBPUSD,NZDCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,0.06481337050822078,-0.2880837398429325,0.1771436937942707,adf_gate,,GBPUSD,NZDCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.16890428055329748,-0.6251928662050895,0.0009219356903512029,,1.0,GBPUSD,NZDCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.06211500112090001,-0.464450358383262,0.032442785419661176,,2.0,GBPUSD,NZDCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.1271615677357137,-0.2808682918805739,0.01709907937075168,,1.0,NZDCAD,GBPUSD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.26147478170686056,0.2867764777955442,0.013093405721383289,,1.0,NZDCAD,GBPUSD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.3174137621483119,0.5232447986651876,0.01648320231039998,,2.0,NZDCAD,GBPUSD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.30542544303213137,0.4868580929172682,0.0035465037995416537,,3.0,NZDCAD,GBPUSD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.31269301578724173,0.5077925337764401,0.0024052786144367136,,4.0,NZDCAD,GBPUSD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.32363325976372104,0.5424090176357177,0.0018072152961513333,,0.0,NZDCAD,GBPUSD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.26139797211354154,0.2633237340982394,0.002301089137110389,,4.0,NZDCAD,GBPUSD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.2258918470313954,0.10162298015372714,0.00027618269232189126,,2.0,NZDCAD,GBPUSD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.23209316120073478,0.09010402788662908,0.02935617553247215,,1.0,NZDCAD,GBPUSD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.24952435907319365,-0.39453406553584763,0.10731764165813251,adf_gate,,EURCHF,GBPNZD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.13350370248170138,-0.24002345629883484,0.053439265336606034,,1.0,EURCHF,GBPNZD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.34556450931735727,0.41643771378464717,0.02200963420942697,,1.0,EURCHF,GBPNZD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.15761386135559252,0.15482255788215146,0.08758393872130532,,2.0,EURCHF,GBPNZD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.1864743998969058,-0.31456587936489677,0.014813741736066147,,16.0,EURCHF,GBPNZD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.22994548043513638,-0.36552385367891915,0.06316683932426621,,0.0,EURCHF,GBPNZD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,0.029711913943518086,-0.11357507915061628,0.0042008559873937664,,2.0,EURCHF,GBPNZD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.07414788903007724,0.012987067420115595,0.00029758069248671796,,2.0,EURCHF,GBPNZD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,0.0990505827915693,-0.20097823356374309,0.0007806555260909589,,1.0,EURCHF,GBPNZD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.20879705698137158,0.26191510015964375,0.03161248378963693,,1.0,NZDCAD,EURUSD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.2468550762361012,0.6273382553217642,0.006351692679444716,,1.0,NZDCAD,EURUSD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.2361233388193143,0.5018259353204821,0.029895068257791084,,1.0,NZDCAD,EURUSD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.2450668509658319,0.6827244737734018,0.006828244659771135,,2.0,NZDCAD,EURUSD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.22384664975791715,0.4532328413811985,0.004009401789885848,,5.0,NZDCAD,EURUSD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.2268109095023344,0.49645150274652566,0.0012540198793237368,,0.0,NZDCAD,EURUSD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.20873106769129912,0.18076871832690833,0.002905217153001344,,3.0,NZDCAD,EURUSD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.2016887222557658,0.029493236676667475,0.00018770757672643493,,2.0,NZDCAD,EURUSD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.20462438384407577,-0.021182753848502153,0.01222845888732678,,1.0,NZDCAD,EURUSD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.21152034052047552,-0.5344061589348247,0.017121663662434,,1.0,NZDUSD,GBPCAD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.6344402428135661,0.26448283190262584,0.017762898289152267,,0.0,NZDUSD,GBPCAD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.779015945574302,0.5215656667847998,0.013357308281301945,,1.0,NZDUSD,GBPCAD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.6871611415330933,0.3472240875081082,0.025024570854638512,,1.0,NZDUSD,GBPCAD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.32984661874582477,-0.3086287172065465,0.24661501080391474,adf_gate,,NZDUSD,GBPCAD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.18346450597296723,-0.5891278689469529,0.1051018439553047,adf_gate,,NZDUSD,GBPCAD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.41063542582402596,-0.1957235005720976,0.13625263223199807,adf_gate,,NZDUSD,GBPCAD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.8023647526399187,0.4460421448350722,0.0019384773261499318,,1.0,NZDUSD,GBPCAD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-1.0176537086640396,0.7794684076528797,0.012886176999125315,,1.0,NZDUSD,GBPCAD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.15991078474698242,-0.361739044213845,0.04132739364148727,,1.0,NZDCAD,AUDNZD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.1217599940944649,-0.9806860014616545,0.0062258531196800766,,1.0,NZDCAD,AUDNZD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.15351796980476334,-0.5572191777795801,0.0406415126183119,,2.0,NZDCAD,AUDNZD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.17919472218698343,-0.1332664436824471,0.08947280928549561,,2.0,NZDCAD,AUDNZD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.170079384597139,-0.20871454918819185,0.032353531017247514,,1.0,NZDCAD,AUDNZD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.0937793998351784,-1.0422898190002088,0.002016939919782683,,0.0,NZDCAD,AUDNZD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.1673311069018471,-0.2856346559350857,0.004302603601995291,,3.0,NZDCAD,AUDNZD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.17322125794832438,-0.2733307856964295,5.921448347311068e-05,,1.0,NZDCAD,AUDNZD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.15828829883260745,-0.47685790641322523,3.568837498944457e-06,,1.0,NZDCAD,AUDNZD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.056368612439190474,-0.6821235769833284,0.017760483416437562,,0.0,AUDUSD,GBPCAD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.5229011939413979,0.19681390892341388,0.013551088418008457,,1.0,AUDUSD,GBPCAD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.7541463577514479,0.6208446249791265,0.0028284451435175912,,1.0,AUDUSD,GBPCAD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.7590208495553317,0.6279556609724068,0.003103387831989597,,2.0,AUDUSD,GBPCAD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.45299523696886457,0.06634943847148446,0.17070014964923885,adf_gate,,AUDUSD,GBPCAD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.1692991038007812,-0.45002264517026647,0.07825432796168774,,1.0,AUDUSD,GBPCAD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.14309324671277573,-0.4932798826230345,0.07602021246615431,,1.0,AUDUSD,GBPCAD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.592937178210091,0.2535463220138565,0.0012001560538076588,,1.0,AUDUSD,GBPCAD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.9759386356879579,0.8793418428754358,0.004360525758940714,,1.0,AUDUSD,GBPCAD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,1.8862535432643754,-0.4574799025517362,0.0037737720716845063,,2.0,NZDCAD,AUDJPY
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.3678380571490996,-0.12381283699330906,0.010924404504642993,,1.0,NZDCAD,AUDJPY
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-1.3729011763526133,0.25667151617360656,0.009536706270242609,,2.0,NZDCAD,AUDJPY
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.7192644872046753,0.11516498064283912,0.07925707962205553,,2.0,NZDCAD,AUDJPY
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.5343728486301897,0.07520281658858907,0.024040584292840377,,1.0,NZDCAD,AUDJPY
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.863535935110613,0.14612214005142624,0.007587261015217737,,0.0,NZDCAD,AUDJPY
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.7432545574460162,0.12020557234968228,0.003696046315435012,,3.0,NZDCAD,AUDJPY
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.6949868230128194,0.10872412817965062,0.0002718186244357671,,2.0,NZDCAD,AUDJPY
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,0.8728184708491731,-0.23640433530702928,6.989806644723757e-06,,1.0,NZDCAD,AUDJPY
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.21022336122082416,-0.38131320553828546,0.11411045156808852,adf_gate,,EURCHF,GBPAUD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.21009451021785094,-0.3864158431035197,0.029108837257491953,,2.0,EURCHF,GBPAUD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.08146205839089632,0.06155987603273929,0.053723757420884505,,1.0,EURCHF,GBPAUD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,0.10797968919294632,-0.23222785743123603,0.08138225470527238,,4.0,EURCHF,GBPAUD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.3954966529824228,-0.672007853334217,0.001822913809156699,,13.0,EURCHF,GBPAUD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.22760029680970903,-0.41316142157792324,0.08187216228270194,,0.0,EURCHF,GBPAUD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,0.026520184692819443,-0.12403279395168695,0.003953140360413113,,2.0,EURCHF,GBPAUD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.05840340515336691,-0.007557273390234034,0.00032265140636101187,,3.0,EURCHF,GBPAUD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.04150560624775042,-0.03326959497274427,0.007988259176111808,,1.0,EURCHF,GBPAUD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.28470751267252137,-0.6059444967440503,0.07319645890590118,,1.0,EURCHF,GBPCAD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.1414258717138891,-0.3441427197246094,0.03539860959139252,,2.0,EURCHF,GBPCAD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.20882032489464208,0.31372597887412146,0.03001449431350156,,1.0,EURCHF,GBPCAD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.03460611536285752,-0.01695115455789882,0.0925299708914809,,1.0,EURCHF,GBPCAD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.1635450495720376,-0.37925567088544837,0.010083981996635061,,22.0,EURCHF,GBPCAD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.22435257317585,-0.47777667507806887,0.052209414830747446,,0.0,EURCHF,GBPCAD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,0.01247813710488822,-0.12158365548738073,0.003381698184981846,,2.0,EURCHF,GBPCAD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.08153118434169372,0.029530933870819297,0.0003284357935694637,,2.0,EURCHF,GBPCAD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.006072463440428651,-0.0969766224150834,0.005046958251366619,,1.0,EURCHF,GBPCAD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.22824728243586254,-0.9708261789576498,0.11628076825975259,adf_gate,,NZDCHF,EURCAD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.5496149833119388,-0.17519989946975603,0.005064953891697985,,1.0,NZDCHF,EURCAD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.7025139666766154,0.215776719472242,0.013360001007366567,,5.0,NZDCHF,EURCAD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.4371077933826793,-0.4770867227432558,0.021052572756326493,,1.0,NZDCHF,EURCAD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.23139407738513282,-1.0140884053540211,0.09773838567186349,,11.0,NZDCHF,EURCAD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.17164563670881797,-1.1733191024607967,0.037576510744166985,,0.0,NZDCHF,EURCAD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.2128238378991771,-1.0962043763965499,0.0023450206853061744,,3.0,NZDCHF,EURCAD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.23846355561537955,-1.0554539915261816,0.00013821853105754252,,1.0,NZDCHF,EURCAD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.16709279562377943,-1.2313516912923779,0.004275487924910157,,9.0,NZDCHF,EURCAD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.3786587377236321,1.0636595723254858,0.06094934291808355,,1.0,AUDUSD,EURCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.4076518129570081,0.28586925400483804,0.012618858809671262,,3.0,AUDUSD,EURCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.42472625623897975,-0.05218883789355264,0.010356345685401879,,3.0,AUDUSD,EURCHF
