entry_time,exit_time,side,entry_spread,exit_spread,entry_z,exit_z,gross_pnl,cost,net_pnl,duration_bars,duration_days,exit_reason,y,x
2024-07-24 04:00:00+03:00,2024-08-13 16:00:00+03:00,1,-0.001768014683807495,0.011266554275821794,-2.129824801601137,-0.44651894271999193,0.013034568959629289,0.0021,0.01093456895962929,90,15.0,mean_revert,NZDCAD,CHFJPY
2024-09-24 16:00:00+03:00,2024-10-04 16:00:00+03:00,-1,0.035597174352102745,0.019411498725867005,2.242680935372747,0.38488111926294893,0.01618567562623574,0.0014166666666666666,0.014769008959569074,49,8.166666666666666,mean_revert,NZDCAD,CHFJPY
2024-11-13 19:00:00+02:00,2024-12-09 19:00:00+02:00,1,0.004873385271177533,0.011501170905573344,-2.1983733277082713,-0.41389268683885,0.006627785634395811,0.0024,0.0042277856343958115,108,18.0,mean_revert,NZDCAD,CHFJPY
2024-12-18 23:00:00+02:00,2025-01-23 03:00:00+02:00,1,-0.011314088097335917,-0.006455861866047186,-2.2914460290421177,-0.4099336997891501,0.0048582262312887314,0.002916666666666667,0.0019415595646220646,139,23.166666666666668,mean_revert,NZDCAD,CHFJPY
2025-03-10 15:00:00+02:00,2025-03-31 00:00:00+03:00,-1,0.002584303198355564,-0.008238266158799523,2.342560317536794,0.19358117977281347,0.010822569357155087,0.0020833333333333333,0.008739236023821755,89,14.833333333333334,mean_revert,NZDCAD,CHFJPY
2025-04-04 16:00:00+03:00,2025-04-11 12:00:00+03:00,1,-0.026465270777347727,-0.01508176154098817,-2.200105091587122,-0.47846480501226574,0.011383509236359557,0.0010999999999999998,0.010283509236359557,30,5.0,mean_revert,NZDCAD,CHFJPY
2025-04-21 20:00:00+03:00,2025-04-30 00:00:00+03:00,-1,0.012909772457713964,-0.001449033661756971,2.013549806203505,0.48337560252861084,0.014358806119470935,0.0012333333333333332,0.013125472786137602,38,6.333333333333333,mean_revert,NZDCAD,CHFJPY
2025-06-30 04:00:00+03:00,2025-07-07 04:00:00+03:00,-1,0.019273080414307087,0.008748603276401035,2.0903927327290206,0.3722497633782292,0.010524477137906052,0.0011166666666666666,0.009407810471239385,31,5.166666666666667,mean_revert,NZDCAD,CHFJPY
2025-08-20 08:00:00+03:00,2025-09-05 16:00:00+03:00,1,-0.005548293509756497,0.004694061889736423,-2.7896542757437466,-0.1123439561196754,0.01024235539949292,0.0018666666666666666,0.008375688732826254,76,12.666666666666666,mean_revert,NZDCAD,CHFJPY
2025-09-25 16:00:00+03:00,2025-10-02 04:00:00+03:00,1,-0.00919794556829412,0.00065097038769657,-2.0062222572520345,-0.3244629970470642,0.00984891595599069,0.0010666666666666667,0.008782249289324022,28,4.666666666666667,mean_revert,NZDCAD,CHFJPY
2025-11-04 11:00:00+02:00,2025-11-26 07:00:00+02:00,1,-0.015436224940013843,-0.006689912912732243,-2.042960256720909,-0.13962115620602475,0.0087463120272816,0.002183333333333333,0.006562978693948267,95,15.833333333333334,mean_revert,NZDCAD,CHFJPY
2026-01-20 03:00:00+02:00,2026-01-22 23:00:00+02:00,-1,0.001608395025464171,0.01783549799430173,2.032893859864699,4.020356873670446,-0.01622710296883756,0.0008833333333333333,-0.017110436302170892,17,2.8333333333333335,stop_z,NZDCAD,CHFJPY
2026-01-23 03:00:00+02:00,2026-03-02 23:00:00+02:00,-1,0.016994771852690604,0.012810323246909117,3.81276493499639,0.4970385199137016,0.004184448605781488,0.003283333333333333,0.0009011152724481548,161,26.833333333333332,mean_revert,NZDCAD,CHFJPY
2022-09-20 12:00:00+03:00,2022-10-22 00:00:00+03:00,1,-0.07124022656117679,-0.06839932091317855,-2.098796981803011,-0.46283394145946344,0.002840905647998243,0.0030166666666666666,-0.00017576101866842355,145,24.166666666666668,mean_revert,NZDCAD,EURCAD
2022-11-11 19:00:00+02:00,2023-02-03 19:00:00+02:00,-1,-0.032922422988644034,0.02488384057975336,2.083220050135264,0.25492566954809104,-0.057806263568397395,0.0065,-0.0643062635683974,354,59.0,mean_revert,NZDCAD,EURCAD
2023-04-14 20:00:00+03:00,2023-04-26 04:00:00+03:00,1,0.0031890843351688875,0.016226674141754688,-2.012677865165319,-0.49616914128940454,0.0130375898065858,0.0013666666666666666,0.011670923139919133,46,7.666666666666667,mean_revert,NZDCAD,EURCAD
2023-05-24 20:00:00+03:00,2023-07-06 20:00:00+03:00,1,0.002051343721294563,-0.007910014164473636,-2.039115387682537,-0.4917609432758816,-0.009961357885768199,0.0038,-0.013761357885768198,192,32.0,mean_revert,NZDCAD,EURCAD
