y,x,n_windows_traded,n_trades,total_pnl,sharpe,max_dd,hit_rate,avg_dur_days,beta_mean,beta_std,skip_rate
NZDCAD,EURAUD,9,15,0.028939000388602462,1.0995754498917052,-0.03460425013683975,0.6666666666666666,9.466666666666667,-0.4657805814193137,0.3214625723672114,0.0
NZDCAD,AUDJPY,9,14,0.02996778054482256,1.0969587278982993,-0.023276844036826477,0.6428571428571429,12.488095238095235,0.0004882310148577102,0.22719018557121096,0.0
NZDCAD,USDCHF,9,13,0.020079792094561455,1.0104075085221296,-0.008577501849031652,0.6153846153846154,10.868589743589743,-0.13141507374185923,0.23195854611841207,0.0
NZDCAD,EURCAD,9,13,0.016096804978220164,0.9905239717103548,-0.0172253332043963,0.6153846153846154,9.69551282051282,0.2831547838133061,0.3228262037715588,0.0
GBPNZD,CADCHF,9,12,0.028159251768933347,0.9202882470535033,-0.02704210931371717,0.75,10.979166666666666,-0.47387199309561556,0.35923269767779065,0.0
NZDCAD,GBPJPY,9,14,0.02092592655576147,0.9200297129332593,-0.020357185410277076,0.6428571428571429,12.041666666666668,-0.012527047265189249,0.1842345880356322,0.0
EURCHF,CHFJPY,9,17,0.015633908168163492,0.9197641893235171,-0.016560843335812814,0.47058823529411764,8.781862745098039,-0.052476275812348455,0.14468604114467765,0.0
NZDCAD,EURJPY,9,16,0.02307588374403015,0.8078191578427822,-0.026557809407772477,0.6875,11.440104166666668,-0.0282275002013938,0.1863549898753335,0.0
EURCHF,EURAUD,9,17,0.011372077553319947,0.7880660687549907,-0.021076318372001013,0.5294117647058824,8.561274509803921,-0.16199406682308382,0.1313875455067138,0.0
NZDCAD,USDJPY,9,14,0.016015882110119707,0.7659003851425744,-0.01835162815446292,0.6428571428571429,10.69345238095238,-0.15830054489098735,0.13868933361035632,0.0
EURCHF,GBPNZD,8,25,0.012078315437134134,0.649583533078,-0.03392845536575107,0.44,6.493333333333334,-0.08130239537126199,0.26407266599493273,0.1111111111111111
GBPUSD,USDCHF,8,8,0.008285283836359363,0.5055372153348123,-0.007840455427282796,0.625,15.229166666666668,-0.624317037927661,0.1106398927777075,0.1111111111111111
GBPUSD,AUDCHF,8,8,0.013445494130598996,0.4784607630023892,-0.03709759644790706,0.625,17.734375,-0.2461527916331316,0.3172450712143684,0.1111111111111111
EURCAD,EURNZD,9,14,0.00871865343776249,0.44379776282620065,-0.034891636388897244,0.5,10.205357142857142,0.4751357212879245,0.28198874269863977,0.0
AUDCAD,AUDNZD,9,12,0.011032955969612408,0.44140498312406073,-0.023851197373455216,0.6666666666666666,12.517361111111109,0.5195837110761122,0.3276693973324543,0.0
GBPCHF,USDCHF,8,8,0.007148846086127276,0.43440574308793556,-0.007877815953268565,0.625,15.21875,0.3757266361665279,0.11059187204227512,0.1111111111111111
EURCHF,EURNZD,9,22,0.01114619273787983,0.42800375862498446,-0.02180042507478367,0.4090909090909091,6.967803030303031,-0.06449883126582948,0.23848987226390028,0.0
GBPUSD,NZDCHF,7,6,0.007730883130940175,0.39756027284161155,-0.029892218538758113,0.6666666666666666,14.874999999999998,-0.1802564880455019,0.29655918199141795,0.2222222222222222
AUDUSD,EURGBP,7,11,0.019301324302796442,0.3902323353449099,-0.07137765426614409,0.8181818181818182,12.284090909090908,0.12921786423606466,0.7692212748379136,0.2222222222222222
EURJPY,CHFJPY,9,19,0.00938476565012607,0.3312620148022146,-0.02801007453831742,0.47368421052631576,7.8464912280701755,0.9476767585537321,0.1448802054457333,0.0
NZDCAD,NZDJPY,8,10,0.008011827145688596,0.2579582958691867,-0.04580866238781166,0.7,15.7,0.04664964622690709,0.2543301084680871,0.1111111111111111
NZDCHF,EURNZD,8,19,0.007077488734757962,0.2031427765514641,-0.03813516214531297,0.631578947368421,8.241228070175438,-1.0112672252438888,0.1883132133016215,0.1111111111111111
NZDCAD,CADJPY,9,13,0.004845484251797977,0.17279500292421876,-0.04393598554272177,0.6153846153846154,12.413461538461538,-0.0879645508512521,0.20146655853182496,0.0
NZDCAD,EURNZD,9,17,0.00280664646436179,0.1294199870114245,-0.042348443519295,0.47058823529411764,9.600490196078432,-0.5249548073603273,0.282148411557458,0.0
NZDCAD,GBPAUD,9,12,0.001979239221341229,0.09127574389133261,-0.024775115261650212,0.6666666666666666,14.704861111111109,-0.2449361470985636,0.2876470078201807,0.0
NZDCAD,CHFJPY,9,16,0.00274530441814343,0.08462053529561603,-0.04944602940131473,0.625,11.872395833333334,0.03842987194267099,0.2035052890300185,0.0
NZDCAD,AUDNZD,9,12,0.0008630523182820895,0.03550289457303289,-0.029408301751531384,0.5833333333333334,13.149305555555557,-0.47997093148562975,0.32808623844421025,0.0
NZDCHF,EURCAD,8,31,-0.0011640245540750077,-0.022366260680469548,-0.05437627819990118,0.41935483870967744,4.697580645161289,-0.7508659337213371,0.5387016528991004,0.1111111111111111
AUDUSD,GBPCAD,8,8,-0.002999869135945044,-0.07088965159219045,-0.05538902382535552,0.625,17.859375,0.11913453187345127,0.5920465225279801,0.1111111111111111
NZDCAD,AUDCHF,9,13,-0.0048420041614061545,-0.1948362608708585,-0.023196563865708238,0.6923076923076923,12.256410256410257,0.18531203349893607,0.1320343834524363,0.0
NZDCAD,EURCHF,9,17,-0.008916541612082093,-0.29653982230831777,-0.01335599825917045,0.6470588235294118,9.94607843137255,0.1861369243708685,0.3637889649711637,0.0
NZDCAD,NZDCHF,8,11,-0.0057227387200126725,-0.34339481961581647,-0.028897156592564095,0.7272727272727273,12.840909090909092,0.2926945738802855,0.16860039730244056,0.1111111111111111
GBPCHF,EURAUD,7,14,-0.008692100702966216,-0.3488939656444704,-0.03616355750871776,0.42857142857142855,7.125,-0.34002555110870814,0.20388815368091961,0.2222222222222222
NZDUSD,GBPCAD,6,5,-0.013249496218068797,-0.41534871876563056,-0.051193106420772516,0.6,16.35833333333333,0.3040628299581102,0.4471992372351269,0.3333333333333333
EURCHF,GBPCAD,9,32,-0.01302657407897044,-0.5712169985970751,-0.041423104454879414,0.4375,5.515625,-0.18881934246084434,0.2873595572467821,0.0
EURCHF,GBPAUD,8,26,-0.013689854265834717,-0.6174693148433167,-0.04334660255531701,0.46153846153846156,5.8173076923076925,-0.22588909521610276,0.2500498695216719,0.1111111111111111
GBPUSD,EURAUD,7,8,-0.02290968455267236,-0.8809597325759451,-0.050339074097308416,0.5,17.229166666666664,0.028649497816482294,0.6217025354165167,0.2222222222222222
EURCHF,NZDCHF,8,9,-0.016740792430250194,-1.0503480907482323,-0.031049333415738796,0.5555555555555556,12.703703703703704,0.38822727550022407,0.228250025357893,0.1111111111111111
EURAUD,CADCHF,8,11,-0.04301946879243082,-1.1396900539770398,-0.062119650619625016,0.36363636363636365,13.291666666666664,-0.5281319987527755,0.48134392914992075,0.1111111111111111
EURCHF,AUDCHF,8,28,-0.030776189750592712,-1.5720922575017717,-0.034246916268409915,0.21428571428571427,4.285714285714286,0.4161360041505758,0.26169897730512176,0.1111111111111111
EURAUD,AUDCHF,8,22,-0.0320374072152961,-1.6124372055565235,-0.03265105474202393,0.2727272727272727,5.541666666666667,-0.5838939844263367,0.2618551211513003,0.1111111111111111
GBPNZD,NZDCHF,9,5,-0.03788431166861337,-2.8802772325971784,-0.03103109960703515,0.2,17.7,-0.5700983374708009,0.1978779354573568,0.0
USDCHF,EURAUD,5,20,-0.06364262941899126,-6.0492119597316725,-0.04597876382369659,0.2,4.075,-0.5269668623903369,0.7614197573105924,0.4444444444444444
