symbol,htf_strength_min,trades,WR_%,exp_R,PF,q_pass_%,score
GBPCHF,0.0,543,45.67,0.37,1.44,30.8,13.06
GBPCHF,0.15,435,41.38,0.241,1.18,23.1,4.92
GBPCHF,0.3,321,38.94,0.168,1.08,0.0,-9.06
GBPCHF,0.5,167,35.93,0.078,0.93,0.0,-12.07
GBPCHF,0.8,38,42.11,0.263,1.29,0.0,-15.89
