symbol,htf_strength_min,trades,WR_%,exp_R,PF,q_pass_%,score
NZDJPY,0.0,410,42.68,0.28,1.33,23.1,6.22
NZDJPY,0.5,143,44.06,0.322,1.53,0.0,-3.94
NZDJPY,0.15,364,39.84,0.195,1.2,7.7,-4.32
NZDJPY,0.3,281,38.79,0.164,1.19,0.0,-9.21
NZDJPY,0.8,41,46.34,0.39,1.71,0.0,-11.66
