entry_time,exit_time,side,entry,sl,tp,exit,qty,pnl,balance_after,result,exit_minus_entry,cumulative_pnl
2025-06-07 16:15:00+00:00,2025-06-07 19:20:00+00:00,buy,0.18714999999999998,0.18566,0.18863999999999997,0.18566,67114.09395973194,-100.0,9900.0,loss,-0.0014899999999999913,-100.0
2025-06-07 19:30:00+00:00,2025-06-07 20:35:00+00:00,sell,0.18521,0.18736,0.18306000000000003,0.18306000000000003,46046.51162790729,99.0,9999.0,win,-0.0021499999999999853,-1.0
2025-06-07 20:55:00+00:00,2025-06-08 00:05:00+00:00,sell,0.18188000000000001,0.18428999999999998,0.17947000000000005,0.18428999999999998,41489.62655601716,-99.99000000000001,9899.01,loss,0.0024099999999999677,-100.99000000000001
2025-06-08 02:05:00+00:00,2025-06-08 03:05:00+00:00,sell,0.18522,0.18641,0.18403,0.18403,83184.95798319351,98.9901,9998.000100000001,win,-0.0011899999999999966,-1.999900000000011
2025-06-08 03:15:00+00:00,2025-06-08 12:15:00+00:00,sell,0.18343,0.18535,0.18151000000000003,0.18151000000000003,52072.91718750062,99.98000100000002,10097.980101000001,win,-0.0019199999999999773,97.980101
2025-06-08 12:25:00+00:00,2025-06-08 14:20:00+00:00,sell,0.18108000000000002,0.18314,0.17902000000000004,0.18314,49019.320878641294,-100.97980101000002,9997.00029999,loss,0.0020599999999999785,-2.999700010000012
2025-06-08 16:20:00+00:00,2025-06-08 16:40:00+00:00,sell,0.18224,0.18389,0.18059000000000003,0.18389,60587.88060600056,-99.9700029999,9897.0302969901,loss,0.0016499999999999848,-102.96970300990002
2025-06-08 22:20:00+00:00,2025-06-08 23:50:00+00:00,buy,0.186,0.1849,0.1871,0.1849,89973.00269991084,-98.97030296990101,9798.0599940202,loss,-0.0010999999999999899,-201.94000597980101
2025-06-09 00:55:00+00:00,2025-06-09 01:10:00+00:00,buy,0.18645,0.18460000000000001,0.1883,0.18460000000000001,52962.48645416351,-97.980599940202,9700.079394079998,loss,-0.0018499999999999905,-299.920605920003
2025-06-09 04:50:00+00:00,2025-06-09 09:10:00+00:00,sell,0.1824,0.18456,0.18024,0.18024,44907.774972592684,97.00079394079998,9797.080188020798,win,-0.0021599999999999953,-202.91981197920305
2025-06-09 14:35:00+00:00,2025-06-09 15:10:00+00:00,buy,0.18639999999999998,0.18484,0.18795999999999996,0.18484,62801.79607705728,-97.97080188020799,9699.10938614059,loss,-0.001559999999999978,-300.890613859411
2025-06-09 18:10:00+00:00,2025-06-09 19:50:00+00:00,buy,0.18477,0.18307,0.18646999999999997,0.18646999999999997,57053.58462435711,96.9910938614059,9796.100480001996,win,0.0016999999999999793,-203.89951999800513
2025-06-09 20:05:00+00:00,2025-06-10 00:05:00+00:00,buy,0.18699,0.18536,0.18861999999999998,0.18861999999999998,60098.775950932766,97.96100480001996,9894.061484802016,win,0.0016299999999999926,-105.93851519798517
2025-06-10 00:15:00+00:00,2025-06-10 00:25:00+00:00,buy,0.18945,0.18619,0.19271000000000002,0.19271000000000002,30349.88185522079,98.94061484802016,9993.002099650035,win,0.003260000000000013,-6.997900349965008
2025-06-10 02:45:00+00:00,2025-06-10 06:30:00+00:00,buy,0.19416999999999998,0.19246,0.19587999999999997,0.19246,58438.60876988362,-99.93002099650036,9893.072078653535,loss,-0.0017099999999999893,-106.92792134646537
2025-06-10 08:15:00+00:00,2025-06-10 08:20:00+00:00,buy,0.19308999999999998,0.19190000000000002,0.19427999999999995,0.19190000000000002,83135.05948448565,-98.93072078653533,9794.141357867,loss,-0.0011899999999999689,-205.8586421330007
2025-06-10 09:40:00+00:00,2025-06-10 11:30:00+00:00,buy,0.19107,0.18929,0.19284999999999997,0.18929,55023.26605543332,-97.94141357867,9696.19994428833,loss,-0.001779999999999976,-303.80005571167067
2025-06-10 12:20:00+00:00,2025-06-10 14:15:00+00:00,buy,0.19045,0.18911,0.19179000000000002,0.19179000000000002,72359.70107677816,96.96199944288331,9793.161943731213,win,0.0013400000000000079,-206.83805626878734
2025-06-10 14:25:00+00:00,2025-06-10 15:20:00+00:00,buy,0.1925,0.1892,0.1958,0.1958,29676.248314337034,97.93161943731214,9891.093563168524,win,0.0032999999999999974,-108.9064368314752
2025-06-10 15:40:00+00:00,2025-06-10 16:35:00+00:00,buy,0.19613,0.19297,0.19929,0.19297,31300.92899736879,-98.91093563168525,9792.182627536838,loss,-0.003159999999999996,-207.81737246316044
2025-06-10 21:40:00+00:00,2025-06-10 21:50:00+00:00,buy,0.19158999999999998,0.18992,0.19325999999999996,0.19325999999999996,58635.82411698787,97.92182627536839,9890.104453812206,win,0.001669999999999977,-109.89554618779205
2025-06-10 22:00:00+00:00,2025-06-11 02:30:00+00:00,buy,0.19372,0.19024,0.19720000000000001,0.19720000000000001,28419.840384517745,98.90104453812206,9989.005498350329,win,0.003480000000000011,-10.994501649669985
2025-06-11 02:40:00+00:00,2025-06-11 04:00:00+00:00,buy,0.19757,0.19523000000000001,0.19990999999999998,0.19523000000000001,42688.057685258165,-99.89005498350329,9889.115443366825,loss,-0.002339999999999981,-110.88455663317328
2025-06-11 06:10:00+00:00,2025-06-11 10:10:00+00:00,buy,0.19632,0.19372,0.19891999999999999,0.19891999999999999,38035.05939756484,98.89115443366825,9988.006597800493,win,0.002599999999999991,-11.993402199505027
