symbol,htf_strength_min,trades,WR_%,exp_R,PF,q_pass_%,score
EURGBP,0.0,645,45.27,0.358,1.48,53.8,24.19
EURGBP,0.15,541,42.51,0.275,1.33,30.8,9.9
EURGBP,0.3,393,39.44,0.183,1.14,0.0,-8.56
EURGBP,0.5,201,39.3,0.179,1.15,0.0,-8.7
EURGBP,0.8,43,41.86,0.256,1.24,0.0,-16.14
