symbol,htf_strength_min,trades,WR_%,exp_R,PF,q_pass_%,score
CHFJPY,0.0,413,43.83,0.315,1.34,30.8,11.21
CHFJPY,0.15,340,40.59,0.218,1.18,7.7,-3.57
CHFJPY,0.3,251,37.85,0.135,1.01,0.0,-10.15
CHFJPY,0.5,142,35.21,0.056,0.97,0.0,-12.79
CHFJPY,0.8,41,41.46,0.244,1.28,0.0,-16.54
