symbol,samples,median_pips,mean_pips,max_pips,median_points,max_points
TGT,20,2.1,2.1,2.1,21.0,21
BGNE,20,2.2,2.2,2.2,22.0,22
ENR,20,2.2,2.2,2.2,22.0,22
YUM,20,2.2,2.2,2.2,22.0,22
UNIUSD.i,20,2.2,2.21,2.3,22.0,23
VETUSD.i,20,2.2,2.2,2.3,22.0,23
SNXUSD.i,20,2.2,2.205,2.3,22.0,23
SLM,20,2.2,2.2,2.2,22.0,22
XAUUSD.i,20,2.2,2.2,2.2,22.0,22
RHI,20,2.2,2.2,2.2,22.0,22
APAM,20,2.2,2.2,2.2,22.0,22
OGE,20,2.3,2.3,2.3,23.0,23
AMEX.i,20,2.3,2.3,2.3,23.0,23
AFRM,20,2.3,2.3,2.3,23.0,23
CLH,20,2.3,2.3,2.3,23.0,23
ICE,20,2.3,2.3,2.3,23.0,23
LNKUSD.i,20,2.3,2.335,2.5,23.0,25
TRV,20,2.3,2.3,2.3,23.0,23
TAP,20,2.3,2.3,2.3,23.0,23
GBPCAD.i,20,2.3,2.32,2.5,23.0,25
EURNZD.i,20,2.3,2.35,3.0,23.0,30
MRVL,20,2.3,2.3,2.3,23.0,23
MSTR,20,2.3,2.3,2.3,23.0,23
TCOM,20,2.3,2.3,2.3,23.0,23
ALL,20,2.3,2.3,2.3,23.0,23
OC,20,2.4,2.4,2.4,24.0,24
LNC,20,2.4,2.4,2.4,24.0,24
CB,20,2.4,2.4,2.4,24.0,24
BSVUSD.i,20,2.4,2.505,3.0,24.0,30
HSY,20,2.4,2.4,2.4,24.0,24
DAN,20,2.4,2.4,2.4,24.0,24
EURAUD.i,20,2.4,2.395,2.6,24.0,26
ACAD,20,2.4,2.4,2.4,24.0,24
AWK,20,2.4,2.4,2.4,24.0,24
MDU,20,2.4,2.4,2.4,24.0,24
AMD,20,2.4,2.4,2.4,24.0,24
WMG,20,2.4,2.4,2.4,24.0,24
SNDUSD.i,20,2.4,2.4,2.4,24.0,24
CHFJPY.i,20,2.45,2.4349999999999996,2.6,24.5,26
CNX,20,2.5,2.5,2.5,25.0,25
TXT,20,2.5,2.5,2.5,25.0,25
HD,20,2.5,2.5,2.5,25.0,25
EDU,20,2.5,2.5,2.5,25.0,25
UPST,20,2.5,2.5,2.5,25.0,25
BR,20,2.5,2.5,2.5,25.0,25
SIG,20,2.5,2.5,2.5,25.0,25
WTW,20,2.5,2.5,2.5,25.0,25
CINF,20,2.5,2.5,2.5,25.0,25
STLD,20,2.6,2.6,2.6,26.0,26
PGR,20,2.6,2.6,2.6,26.0,26
AMAT,20,2.6,2.6,2.6,26.0,26
BK,20,2.6,2.6,2.6,26.0,26
GBPAUD.i,20,2.6,2.58,2.8,26.0,28
MS,20,2.6,2.6,2.6,26.0,26
DOTUSD.i,20,2.6,2.585,2.7,26.0,27
CNC,20,2.6,2.6,2.6,26.0,26
WHR,20,2.7,2.7,2.7,27.0,27
ATHM,20,2.7,2.7,2.7,27.0,27
MPC,20,2.7,2.7,2.7,27.0,27
SOHU,20,2.7,2.7,2.7,27.0,27
SPGI,20,2.7,2.7,2.7,27.0,27
MGA,20,2.7,2.7,2.7,27.0,27
YUMC,20,2.7,2.7,2.7,27.0,27
AMT,20,2.8,2.8,2.8,28.0,28
PDD,20,2.8,2.8,2.8,28.0,28
MMC,20,2.8,2.8,2.8,28.0,28
RGLD,20,2.8,2.8,2.8,28.0,28
ALLY,20,2.8,2.8,2.8,28.0,28
ATI,20,2.8,2.8,2.8,28.0,28
COINBASE.i,20,2.8,2.8,2.8,28.0,28
TEO,20,2.8,2.8,2.8,28.0,28
GPC,20,2.8,2.8,2.8,28.0,28
USFD,20,2.8,2.8,2.8,28.0,28
PNC,20,2.8,2.8,2.8,28.0,28
SYY,20,2.8,2.8,2.8,28.0,28
YELP,20,2.8,2.8,2.8,28.0,28
KMX,20,2.8,2.8,2.8,28.0,28
DVA,20,2.9,2.9,2.9,29.0,29
CHRW,20,2.9,2.9,2.9,29.0,29
MANU,20,2.9,2.9,2.9,29.0,29
BWA,20,2.9,2.9,2.9,29.0,29
ADP,20,3.0,3.0,3.0,30.0,30
NYT,20,3.0,3.0,3.0,30.0,30
EAT,20,3.0,3.0,3.0,30.0,30
AKAM,20,3.0,3.0,3.0,30.0,30
ETSY,20,3.0,3.0,3.0,30.0,30
GFI,20,3.0,3.0,3.0,30.0,30
ABBV,20,3.0,3.0,3.0,30.0,30
ALLE,20,3.0,3.0,3.0,30.0,30
GBPNZD.i,20,3.1,3.05,3.2,31.0,32
VIAV,20,3.1,3.1,3.1,31.0,31
CRL,20,3.1,3.1,3.1,31.0,31
HWM,20,3.1,3.1,3.1,31.0,31
IPGP,20,3.1,3.1,3.1,31.0,31
LXP,20,3.1,3.1,3.1,31.0,31
WRB,20,3.1,3.1,3.1,31.0,31
TPR,20,3.1,3.1,3.1,31.0,31
ACN,20,3.1,3.1,3.1,31.0,31
GE.i,20,3.1,3.1,3.1,31.0,31
CARA,20,3.1,3.1,3.1,31.0,31
ED,20,3.1,3.1,3.1,31.0,31
FTI,20,3.2,3.2,3.2,32.0,32
JPMORGAN.i,20,3.2,3.2,3.2,32.0,32
CRSP,20,3.2,3.2,3.2,32.0,32
OHI,20,3.2,3.2,3.2,32.0,32
AER,20,3.2,3.2,3.2,32.0,32
WM,20,3.2,3.2,3.2,32.0,32
AVB,20,3.2,3.2,3.2,32.0,32
CNO,20,3.2,3.2,3.2,32.0,32
TFX,20,3.2,3.2,3.2,32.0,32
KRC,20,3.2,3.2,3.2,32.0,32
VMC,20,3.2,3.2,3.2,32.0,32
NET,20,3.3,3.3,3.3,33.0,33
FCEL,20,3.3,3.3,3.3,33.0,33
ESNT,20,3.3,3.3,3.3,33.0,33
FANG,20,3.3,3.3,3.3,33.0,33
CPA,20,3.3,3.3,3.3,33.0,33
HON,20,3.3,3.3,3.3,33.0,33
McD.i,20,3.3,3.3,3.3,33.0,33
COF,20,3.3,3.3,3.3,33.0,33
ISRG,20,3.3,3.3,3.3,33.0,33
ALRM,20,3.3,3.3,3.3,33.0,33
NGASJUL26,20,3.4,3.415,3.5,34.0,35
URBN,20,3.4,3.4,3.4,34.0,34
APD,20,3.4,3.4,3.4,34.0,34
AON,20,3.4,3.4,3.4,34.0,34
ADBE,20,3.4,3.4,3.4,34.0,34
FNF,20,3.5,3.5,3.5,35.0,35
FLR,20,3.5,3.5,3.5,35.0,35
PCRX,20,3.5,3.5,3.5,35.0,35
ALGN,20,3.5,3.5,3.5,35.0,35
SHW,20,3.5,3.5,3.5,35.0,35
SYK,20,3.5,3.5,3.5,35.0,35
KNX,20,3.5,3.5,3.5,35.0,35
RNR,20,3.5,3.5,3.5,35.0,35
ECL,20,3.5,3.5,3.5,35.0,35
UNM,20,3.5,3.5,3.5,35.0,35
WKC,20,3.5,3.5,3.5,35.0,35
BMRN,20,3.6,3.6,3.6,36.0,36
CL,20,3.6,3.6,3.6,36.0,36
SWK,20,3.6,3.6,3.6,36.0,36
IAC,20,3.6,3.6,3.6,36.0,36
UNH,20,3.6,3.6,3.6,36.0,36
GLPI,20,3.6,3.6,3.6,36.0,36
SJM,20,3.6,3.6,3.6,36.0,36
Z,20,3.6,3.6,3.6,36.0,36
EMN,20,3.6,3.6,3.6,36.0,36
FLS,20,3.6,3.6,3.6,36.0,36
YY,20,3.7,3.7,3.7,37.0,37
DXJUN26,20,3.7,3.785,4.2,37.0,42
MTCH,20,3.7,3.7,3.7,37.0,37
LAZ,20,3.7,3.7,3.7,37.0,37
CM,20,3.7,3.7,3.7,37.0,37
CCK,20,3.7,3.7,3.7,37.0,37
ENPH,20,3.7,3.7,3.7,37.0,37
CVNA,20,3.8,3.8,3.8,38.0,38
UKOILJUL26,20,3.9,3.965,4.5,39.0,45
CCJ,20,3.9,3.9,3.9,39.0,39
TXN,20,3.9,3.9,3.9,39.0,39
HSIC,20,3.9,3.9,3.9,39.0,39
ZION,20,3.9,3.9,3.9,39.0,39
UKOILAUG26,20,3.95,3.96,4.4,39.5,44
EVTC,20,4.0,4.0,4.0,40.0,40
BKNG,20,4.0,4.0,4.0,40.0,40
LMND,20,4.0,4.0,4.0,40.0,40
PNW,20,4.1,4.1,4.1,41.0,41
TJX,20,4.1,4.1,4.1,41.0,41
ROST,20,4.1,4.1,4.1,41.0,41
SHAK,20,4.1,4.1,4.1,41.0,41
GRMN,20,4.1,4.1,4.1,41.0,41
VISA.i,20,4.1,4.1,4.1,41.0,41
CMA,20,4.1,4.1,4.1,41.0,41
MCO,20,4.1,4.1,4.1,41.0,41
BNBUSD.i,20,4.15,4.175,4.3,41.5,43
BSAC,20,4.2,4.2,4.2,42.0,42
HTHT,20,4.2,4.2,4.2,42.0,42
HRB,20,4.2,4.2,4.2,42.0,42
EXPD,20,4.2,4.2,4.2,42.0,42
ALB,20,4.2,4.2,4.2,42.0,42
ITW,20,4.2,4.2,4.2,42.0,42
QRVO,20,4.3,4.3,4.3,43.0,43
OKE,20,4.3,4.3,4.3,43.0,43
EXPE,20,4.3,4.3,4.3,43.0,43
CVI,20,4.3,4.3,4.3,43.0,43
RYAAY,20,4.4,4.4,4.4,44.0,44
FRT,20,4.4,4.4,4.4,44.0,44
GFS,20,4.4,4.4,4.4,44.0,44
RNG,20,4.4,4.4,4.4,44.0,44
AVT,20,4.4,4.4,4.4,44.0,44
GOLDJUN26,20,4.4,4.404999999999999,4.5,44.0,45
AAP,20,4.4,4.4,4.4,44.0,44
AME,20,4.4,4.4,4.4,44.0,44
FEDEX.i,20,4.5,4.5,4.5,45.0,45
IRM,20,4.5,4.5,4.5,45.0,45
USOILJUL26,20,4.5,4.545,4.6,45.0,46
VIRT,20,4.5,4.5,4.5,45.0,45
DGX,20,4.5,4.5,4.5,45.0,45
WYNN,20,4.5,4.5,4.5,45.0,45
CGNX,20,4.6,4.6,4.6,46.0,46
LHX,20,4.6,4.6,4.6,46.0,46
SHOP,20,4.6,4.6,4.6,46.0,46
INGR,20,4.6,4.6,4.6,46.0,46
TEAM,20,4.6,4.6,4.6,46.0,46
DASH,20,4.7,4.7,4.7,47.0,47
WPC,20,4.7,4.7,4.7,47.0,47
DLTR,20,4.7,4.7,4.7,47.0,47
DLB,20,4.7,4.7,4.7,47.0,47
ETR,20,4.8,4.8,4.8,48.0,48
AJG,20,4.8,4.8,4.8,48.0,48
IMO,20,4.8,4.8,4.8,48.0,48
UNP,20,4.8,4.8,4.8,48.0,48
HAS,20,4.8,4.8,4.8,48.0,48
REGN,20,4.9,4.9,4.9,49.0,49
L,20,4.9,4.9,4.9,49.0,49
GD,20,4.9,4.9,4.9,49.0,49
DDOG,20,4.9,4.9,4.9,49.0,49
NEM,20,4.9,4.9,4.9,49.0,49
KMB,20,5.0,5.0,5.0,50.0,50
US500.M26,20,5.0,5.025,5.1,50.0,51
GLOB,20,5.0,5.0,5.0,50.0,50
ADSK,20,5.0,5.0,5.0,50.0,50
ESS,20,5.1,5.1,5.1,51.0,51
COP,20,5.1,5.1,5.1,51.0,51
NGVC,20,5.2,5.2,5.2,52.0,52
STT,20,5.2,5.2,5.2,52.0,52
LEGN,20,5.2,5.2,5.2,52.0,52
CAH,20,5.2,5.2,5.2,52.0,52
MAR,20,5.2,5.2,5.2,52.0,52
HILTON.i,20,5.3,5.3,5.3,53.0,53
HIG,20,5.3,5.3,5.3,53.0,53
GGG,20,5.3,5.3,5.3,53.0,53
PLD,20,5.3,5.3,5.3,53.0,53
CAKE,20,5.3,5.3,5.3,53.0,53
BOEING.i,20,5.3,5.3,5.3,53.0,53
NRG,20,5.3,5.3,5.3,53.0,53
MSI,20,5.4,5.4,5.4,54.0,54
HCA,20,5.4,5.4,5.4,54.0,54
GLNG,20,5.4,5.4,5.4,54.0,54
LULU,20,5.4,5.4,5.4,54.0,54
THO,20,5.5,5.5,5.5,55.0,55
AZN,20,5.5,5.5,5.5,55.0,55
NTES,20,5.5,5.5,5.5,55.0,55
XAGUSD.i,20,5.5,5.43,5.9,55.0,59
FUTU,20,5.5,5.5,5.5,55.0,55
CHT,20,5.6,5.6,5.6,56.0,56
CVLT,20,5.6,5.6,5.6,56.0,56
BG,20,5.6,5.6,5.6,56.0,56
CPT,20,5.6,5.6,5.6,56.0,56
AMGN,20,5.6,5.6,5.6,56.0,56
UNFI,20,5.7,5.7,5.7,57.0,57
ROP,20,5.7,5.7,5.7,57.0,57
HXL,20,5.7,5.7,5.7,57.0,57
BAH,20,5.7,5.7,5.7,57.0,57
CTAS,20,5.8,5.8,5.8,58.0,58
MSM,20,5.8,5.8,5.8,58.0,58
VLO,20,5.8,5.8,5.8,58.0,58
ADI,20,5.9,5.9,5.9,59.0,59
AMAZON.i,20,5.9,5.9,5.9,59.0,59
ETN,20,5.9,5.9,5.9,59.0,59
JAZZ,20,6.0,6.0,6.0,60.0,60
DHR,20,6.1,6.1,6.1,61.0,61
TXRH,20,6.1,6.1,6.1,61.0,61
COFFEEJUL26,20,6.1,6.1,6.1,61.0,61
TMUS,20,6.1,6.1,6.1,61.0,61
ALPHABET-C.i,20,6.1,6.1,6.1,61.0,61
ACM,20,6.1,6.1,6.1,61.0,61
HES,20,6.2,6.2,6.2,62.0,62
CDNS,20,6.2,6.2,6.2,62.0,62
NEOUSD.i,20,6.2,6.2,6.2,62.0,62
IOTAUSD.i,20,6.2,6.21,6.4,62.0,64
CVS,20,6.3,6.3,6.3,63.0,63
EOSUSD.i,20,6.4,6.415000000000001,6.6,64.0,66
NSC,20,6.4,6.4,6.4,64.0,64
DOGEUSD.i,20,6.4,6.44,6.5,64.0,65
TM,20,6.4,6.4,6.4,64.0,64
ROK,20,6.4,6.4,6.4,64.0,64
DE,20,6.5,6.5,6.5,65.0,65
WAT,20,6.5,6.5,6.5,65.0,65
AMBA,20,6.6,6.6,6.6,66.0,66
OLLI,20,6.6,6.6,6.6,66.0,66
AGO,20,6.6,6.6,6.6,66.0,66
BIDU,20,6.6,6.6,6.6,66.0,66
LYV,20,6.6,6.6,6.6,66.0,66
AIZ,20,6.6,6.6,6.6,66.0,66
KLAC,20,6.7,6.7,6.7,67.0,67
EXR,20,6.7,6.7,6.7,67.0,67
GOCO,20,6.7,6.7,6.7,67.0,67
ARM.i,20,6.8,6.8,6.8,68.0,68
GOLDMANS.i,20,6.8,6.8,6.8,68.0,68
SPG,20,6.8,6.8,6.8,68.0,68
SQM,20,6.8,6.8,6.8,68.0,68
TTC,20,6.8,6.8,6.8,68.0,68
MTB,20,6.9,6.9,6.9,69.0,69
MU,20,7.1,7.1,7.1,71.0,71
PVH,20,7.2,7.2,7.2,72.0,72
DELL,20,7.3,7.3,7.3,73.0,73
WPM,20,7.4,7.4,7.4,74.0,74
CBOE,20,7.4,7.4,7.4,74.0,74
WDC,20,7.4,7.4,7.4,74.0,74
OLED,20,7.5,7.5,7.5,75.0,75
PTC,20,7.5,7.5,7.5,75.0,75
LOW,20,7.6,7.6,7.6,76.0,76
PSA,20,7.6,7.6,7.6,76.0,76
MKTX,20,7.6,7.6,7.6,76.0,76
CIB,20,7.7,7.7,7.7,77.0,77
STZ,20,7.7,7.7,7.7,77.0,77
ANF,20,7.7,7.7,7.7,77.0,77
CI,20,7.7,7.7,7.7,77.0,77
GRVY,20,7.7,7.7,7.7,77.0,77
JBL,20,7.8,7.8,7.8,78.0,78
WSM,20,7.8,7.8,7.8,78.0,78
OSK,20,7.9,7.9,7.9,79.0,79
JCI,20,7.9,7.9,7.9,79.0,79
USTEC.M26,20,8.0,8.02,8.1,80.0,81
SNOW,20,8.0,8.0,8.0,80.0,80
BIIB,20,8.1,8.1,8.1,81.0,81
NVS,20,8.1,8.1,8.1,81.0,81
AFG,20,8.1,8.1,8.1,81.0,81
HHH,20,8.1,8.1,8.1,81.0,81
IT,20,8.1,8.1,8.1,81.0,81
GLW,20,8.2,8.2,8.2,82.0,82
CHTR,20,8.3,8.3,8.3,83.0,83
TESLA.i,20,8.4,8.4,8.4,84.0,84
FLEX,20,8.5,8.5,8.5,85.0,85
TTWO,20,8.6,8.6,8.6,86.0,86
LPX,20,8.6,8.6,8.6,86.0,86
SE,20,8.7,8.7,8.7,87.0,87
ATO,20,8.8,8.8,8.8,88.0,88
RH,20,8.8,8.8,8.8,88.0,88
BLK,20,8.8,8.8,8.8,88.0,88
PM,20,9.0,9.0,9.0,90.0,90
FMX,20,9.1,9.1,9.1,91.0,91
H,20,9.2,9.2,9.2,92.0,92
DASHUSD.i,20,9.3,9.290000000000001,9.4,93.0,94
SFM,20,9.3,9.3,9.3,93.0,93
THC,20,9.4,9.4,9.4,94.0,94
XAGEUR.i,20,9.5,9.65,10.5,95.0,105
DOV,20,9.6,9.6,9.6,96.0,96
BC,20,9.6,9.6,9.6,96.0,96
PAYC,20,9.8,9.8,9.8,98.0,98
XAUEUR.i,20,10.0,9.834999999999999,10.3,100.0,103
FERRARI.i,20,10.0,10.0,10.0,100.0,100
BNTX,20,10.1,10.1,10.1,101.0,101
COST,20,10.3,10.3,10.3,103.0,103
VRSN,20,10.3,10.3,10.3,103.0,103
EXP,20,10.4,10.4,10.4,104.0,104
CAT,20,10.4,10.4,10.4,104.0,104
SYNA,20,10.5,10.5,10.5,105.0,105
US500.i,20,10.6,10.6,10.6,106.0,106
DKS,20,10.6,10.6,10.6,106.0,106
LITE,20,10.7,10.7,10.7,107.0,107
ALSN,20,11.1,11.1,11.1,111.0,111
NDSN,20,11.1,11.1,11.1,111.0,111
CR,20,11.2,11.2,11.2,112.0,112
KOF,20,11.5,11.5,11.5,115.0,115
ALNY,20,11.5,11.5,11.5,115.0,115
JBHT,20,11.6,11.6,11.6,116.0,116
CHKP,20,11.7,11.7,11.7,117.0,117
AGCO,20,11.7,11.7,11.7,117.0,117
VRTX,20,11.7,11.7,11.7,117.0,117
TER,20,11.8,11.8,11.8,118.0,118
ITT,20,12.2,12.2,12.2,122.0,122
POOL,20,12.2,12.2,12.2,122.0,122
ULTA,20,12.3,12.3,12.3,123.0,123
LLY,20,12.3,12.3,12.3,123.0,123
NBR,20,12.4,12.4,12.4,124.0,124
XRPUSD.i,20,12.6,12.65,13.1,126.0,131
GATX,20,12.6,12.6,12.6,126.0,126
HUM,20,12.7,12.7,12.7,127.0,127
HUBS,20,12.8,12.8,12.8,128.0,128
DPZ,20,13.0,13.0,13.0,130.0,130
NXPI,20,13.2,13.2,13.2,132.0,132
SOLUSD.i,20,13.2,13.219999999999999,13.3,132.0,133
ODFL,20,13.2,13.2,13.2,132.0,132
ENS,20,13.5,13.5,13.5,135.0,135
HII,20,13.7,13.7,13.7,137.0,137
MSTRCARD.i,20,13.9,13.9,13.9,139.0,139
VEON,20,14.2,14.2,14.2,142.0,142
ZBRA,20,14.3,14.3,14.3,143.0,143
LNG,20,14.6,14.6,14.6,146.0,146
TMO,20,14.7,14.7,14.7,147.0,147
AVGO,20,15.0,15.0,15.0,150.0,150
DE40.M26,20,15.1,15.1,15.2,151.0,152
FSLR,20,15.1,15.1,15.1,151.0,151
WMS,20,15.2,15.2,15.2,152.0,152
EURPLN.i,20,15.2,15.6,16.2,152.0,162
TRXUSD.i,20,15.5,15.530000000000001,15.6,155.0,156
ZS,20,15.6,15.6,15.6,156.0,156
USDDKK.i,20,15.9,15.915000000000001,16.4,159.0,164
INTU,20,16.0,16.0,16.0,160.0,160
SILVERJUL26,20,16.0,16.0,16.0,160.0,160
US100.i,20,16.1,16.134999999999998,16.2,161.0,162
TWLO,20,16.2,16.2,16.2,162.0,162
FIVE,20,16.7,16.7,16.7,167.0,167
CRUS,20,16.8,16.8,16.8,168.0,168
RL,20,17.1,17.1,17.1,171.0,171
XMRUSD.i,20,17.450000000000003,17.325,20.1,174.5,201
GNRC,20,17.6,17.6,17.6,176.0,176
LMT,20,17.6,17.6,17.6,176.0,176
BE,20,17.8,17.8,17.8,178.0,178
USDCZK.i,20,17.8,17.880000000000003,18.6,178.0,186
ANTM,20,17.9,17.9,17.9,179.0,179
US30.i,20,18.1,18.105,18.2,181.0,182
CAR,20,18.2,18.2,18.2,182.0,182
EURCZK.i,20,18.85,18.86,19.2,188.5,192
RCL,20,18.9,18.9,18.9,189.0,189
NOC,20,19.5,19.5,19.5,195.0,195
MSCI,20,20.4,20.4,20.4,204.0,204
CMI,20,20.8,20.8,20.8,208.0,208
IDXX,20,21.8,21.8,21.8,218.0,218
RS,20,21.8,21.8,21.8,218.0,218
UK100.i,20,22.1,22.1,22.1,221.0,221
BCHUSD.i,20,22.3,25.240000000000002,28.9,223.0,289
MCK,20,22.4,22.4,22.4,224.0,224
COR,20,22.5,22.5,22.5,225.0,225
ARW,20,22.6,22.6,22.6,226.0,226
MLM,20,22.8,22.8,22.8,228.0,228
CRWD,20,23.5,23.5,23.5,235.0,235
STX,20,23.8,23.8,23.8,238.0,238
DE30.i,20,26.0,26.0,26.0,260.0,260
F40.i,20,26.1,26.07,26.2,261.0,262
CIEN,20,26.1,26.1,26.1,261.0,261
FFIV,20,26.2,26.2,26.2,262.0,262
PH,20,27.0,27.0,27.0,270.0,270
LECO,20,27.1,27.1,27.1,271.0,271
USDHUF.i,20,27.9,27.839999999999996,29.3,279.0,293
ASML,20,28.5,28.5,28.5,285.0,285
AYI,20,29.2,29.2,29.2,292.0,292
BIO,20,29.6,29.6,29.6,296.0,296
LPLA,20,29.8,29.8,29.8,298.0,298
CYBR,20,30.8,30.8,30.8,308.0,308
EURHUF.i,20,31.049999999999997,31.005000000000003,32.3,310.5,323
URI,20,32.5,32.5,32.5,325.0,325
USDNOK.i,20,33.5,33.410000000000004,36.3,335.0,363
AUS200.i,20,34.0,34.0,34.0,340.0,340
USDHKD,20,34.3,34.375,34.8,343.0,348
AMG,20,35.7,35.7,35.7,357.0,357
SPOT,20,35.9,35.9,35.9,359.0,359
WCC,20,35.9,35.9,35.9,359.0,359
DDS,20,40.0,40.0,40.0,400.0,400
EURNOK.i,20,42.05,41.864999999999995,45.4,420.5,454
NEU,20,42.8,42.8,42.8,428.0,428
TDY,20,44.4,44.4,44.4,444.0,444
EQIX,20,44.6,44.6,44.6,446.0,446
USDSEK.i,20,48.0,47.39,48.4,480.0,484
GWW,20,49.8,49.8,49.8,498.0,498
EURSEK.i,20,49.8,49.135000000000005,50.7,498.0,507
BAP,20,52.4,52.4,52.4,524.0,524
UI,20,52.6,52.6,52.6,526.0,526
PWR,20,54.7,54.7,54.7,547.0,547
USDZAR.i,20,56.85,56.129999999999995,64.3,568.5,643
LTCUSD.i,20,58.2,58.214999999999996,58.4,582.0,584
MPWR,20,59.0,59.0,59.0,590.0,590
ETHUSD.i,20,60.9,60.92,61.8,609.0,618
XPTUSD.i,20,61.400000000000006,61.080000000000005,71.4,614.0,714
VMI,20,63.5,63.5,63.5,635.0,635
EURZAR.i,20,65.1,63.635000000000005,71.8,651.0,718
ANSS,20,71.8,71.8,71.8,718.0,718
USDRUB.i,20,80.0,80.0,80.0,800.0,800
ES35.i,20,95.0,95.045,95.2,950.0,952
ITA40.i,20,100.0,100.0,100.0,1000.0,1000
YFIUSD.i,20,100.4,104.8,120.3,1004.0,1203
ZECUSD.i,20,100.85,100.875,102.8,1008.5,1028
USDMXN.i,20,105.05,105.36500000000001,112.4,1050.5,1124
GBPZAR.i,20,106.35,105.77000000000001,114.5,1063.5,1145
MTD,20,107.7,107.7,107.7,1077.0,1077
XPDUSD.i,20,110.30000000000001,110.11500000000001,115.9,1103.0,1159
COCOAJUL26,20,137.0,137.0,137.0,1370.0,1370
JP225.i,20,170.1,170.11999999999998,170.2,1701.0,1702
MKL,20,175.8,175.8,175.8,1758.0,1758
AZO,20,250.0,250.0,250.0,2500.0,2500
USDTRY.i,20,290.65,289.5,292.0,2906.5,2920
BTCUSD.i,20,291.45,294.875,321.8,2914.5,3218
BTCEUR.i,20,842.45,843.655,871.0,8424.5,8710
EURTRY.i,20,917.15,915.885,919.0,9171.5,9190
GBPTRY.i,20,3498.7,3497.59,3504.3,34987.0,35043
