exit_time,symbol,net_$,equity_$,drawdown_%
2026-04-29 02:30:00,GBPCAD,3.61,1460.3,0.0
2026-04-29 02:05:00,XAUUSD,14.27,1474.57,0.0
2026-04-29 17:50:00,GBPCAD,2.91,1477.48,0.0
2026-04-29 16:45:00,EURCAD,-2.89,1474.59,-0.2
2026-04-30 00:50:00,EURJPY,1.06,1475.65,-0.12
2026-04-30 01:30:00,EURCAD,3.95,1479.6,0.0
2026-04-30 02:05:00,GBPCAD,2.19,1481.79,0.0
2026-04-29 19:35:00,XAUUSD,21.24,1503.03,0.0
2026-04-29 21:45:00,XAUUSD,61.33,1564.36,0.0
2026-04-30 21:55:00,EURCAD,4.59,1568.95,0.0
2026-04-30 17:10:00,GBPUSD,3.48,1572.43,0.0
2026-05-01 01:15:00,GBPCAD,0.61,1573.04,0.0
2026-05-01 02:10:00,EURJPY,-3.36,1569.68,-0.21
2026-05-01 03:50:00,AUDCAD,-0.77,1568.91,-0.26
2026-05-01 17:00:00,GBPUSD,4.8,1573.71,0.0
2026-05-01 16:05:00,EURJPY,-0.89,1572.82,-0.06
2026-05-01 16:40:00,XAUUSD,-34.38,1538.44,-2.24
2026-05-01 17:05:00,EURJPY,-2.08,1536.36,-2.37
2026-05-01 18:50:00,GBPUSD,-7.43,1528.93,-2.85
2026-05-01 19:00:00,EURJPY,1.55,1530.48,-2.75
2026-05-04 01:00:00,EURJPY,3.95,1534.43,-2.5
2026-05-04 05:55:00,USDMXN,-0.58,1533.85,-2.53
2026-05-04 15:25:00,EURJPY,-1.46,1532.39,-2.63
2026-05-04 21:55:00,EURJPY,3.44,1535.83,-2.41
2026-05-04 16:50:00,GBPCAD,-2.54,1533.29,-2.57
2026-05-04 17:05:00,GBPCAD,1.32,1534.61,-2.48
2026-05-04 19:15:00,EURCAD,3.86,1538.47,-2.24
2026-05-05 01:10:00,GBPCAD,1.32,1539.79,-2.16
2026-05-04 23:55:00,EURCAD,-2.86,1536.93,-2.34
2026-05-05 18:45:00,GBPUSD,5.91,1542.84,-1.96
2026-05-06 18:10:00,EURJPY,-2.46,1540.38,-2.12
2026-05-06 23:45:00,AUDCAD,0.67,1541.05,-2.08
2026-05-07 00:15:00,USDMXN,1.84,1542.89,-1.96
2026-05-06 17:15:00,GBPUSD,-2.11,1540.78,-2.09
2026-05-07 00:55:00,GBPCAD,-0.75,1540.03,-2.14
2026-05-06 18:05:00,GBPUSD,-2.23,1537.8,-2.28
2026-05-07 00:05:00,EURJPY,2.16,1539.96,-2.14
2026-05-07 15:45:00,EURCAD,2.26,1542.22,-2.0
2026-05-07 19:15:00,GBPCAD,-2.8,1539.42,-2.18
2026-05-07 18:55:00,GBPUSD,-3.11,1536.31,-2.38
2026-05-07 16:40:00,AUDCAD,-1.49,1534.82,-2.47
2026-05-07 17:35:00,EURCAD,-1.74,1533.08,-2.58
2026-05-07 18:15:00,USDMXN,-3.27,1529.81,-2.79
2026-05-07 18:55:00,EURCAD,-1.87,1527.94,-2.91
2026-05-07 20:25:00,USDMXN,-2.61,1525.33,-3.07
2026-05-08 15:10:00,GBPCAD,2.07,1527.4,-2.94
2026-05-08 15:30:00,GBPUSD,-2.26,1525.14,-3.09
2026-05-08 23:35:00,GBPUSD,1.42,1526.56,-3.0
2026-05-08 23:35:00,EURCAD,-0.16,1526.4,-3.01
2026-05-08 23:35:00,GBPCAD,-0.44,1525.96,-3.03
2026-05-11 15:10:00,XAUUSD,12.69,1538.65,-2.23
2026-05-11 17:55:00,GBPCAD,5.25,1543.9,-1.89
2026-05-11 22:50:00,EURCAD,2.7,1546.6,-1.72
2026-05-11 15:45:00,USDMXN,-2.91,1543.69,-1.91
2026-05-11 17:55:00,GBPUSD,4.74,1548.43,-1.61
2026-05-11 22:05:00,EURJPY,2.19,1550.62,-1.47
2026-05-12 00:05:00,USDMXN,1.38,1552.0,-1.38
2026-05-11 22:55:00,GBPUSD,-5.7,1546.3,-1.74
2026-05-11 21:05:00,AUDCAD,0.57,1546.87,-1.71
2026-05-12 16:15:00,EURJPY,-1.34,1545.53,-1.79
2026-05-12 23:40:00,AUDCAD,1.55,1547.08,-1.69
2026-05-13 02:05:00,EURJPY,0.39,1547.47,-1.67
2026-05-13 15:30:00,USDMXN,-2.25,1545.22,-1.81
2026-05-13 17:50:00,AUDCAD,2.36,1547.58,-1.66
2026-05-13 18:30:00,USDMXN,3.73,1551.31,-1.42
2026-05-13 19:20:00,XAUUSD,-9.31,1542.0,-2.01
2026-05-13 20:30:00,XAUUSD,24.1,1566.1,-0.48
2026-05-14 15:15:00,GBPUSD,-1.76,1564.34,-0.6
2026-05-14 16:40:00,EURJPY,1.57,1565.91,-0.5
2026-05-14 17:55:00,EURCAD,2.79,1568.7,-0.32
2026-05-14 18:05:00,GBPUSD,4.82,1573.52,-0.01
2026-05-14 17:55:00,GBPCAD,3.6,1577.12,0.0
2026-05-14 19:35:00,GBPCAD,8.75,1585.87,0.0
2026-05-14 19:15:00,GBPUSD,3.75,1589.62,0.0
