entry_time,exit_time,side,entry,exit,sl,tp,R,reason,gross_$,fee_$,net_$,cum_net_$,symbol,equity_$,drawdown_%
2026-03-27 15:25:00,2026-03-27 16:00:00,S,4427.34,4446.19865,4446.19865,4389.62271,-1.0,sl,-37.72,0.34,-38.06,318.5,XAUUSD,1318.5,-3.15
2026-03-27 15:30:00,2026-03-30 00:35:00,L,1.5976,1.59673,1.59516,1.60248,-0.356,time,-1.26,0.41,-1.67,316.83,EURCAD,1316.83,-3.27
2026-03-27 15:55:00,2026-03-27 16:15:00,S,1.15246,1.15331,1.15331,1.15075,-1.0,sl,-1.71,0.26,-1.97,314.86,EURUSD,1314.86,-3.42
2026-03-27 16:25:00,2026-03-27 18:35:00,L,0.57433,0.57386,0.57386,0.57526,-1.0,sl,-1.19,0.46,-1.65,313.21,CADCHF,1313.21,-3.54
2026-03-27 16:50:00,2026-03-27 18:35:00,L,1.84559,1.84242,1.84242,1.85194,-1.0,sl,-4.59,0.43,-5.02,308.19,GBPCAD,1308.19,-3.91
2026-03-27 16:55:00,2026-03-27 17:20:00,S,1.15292,1.15357,1.15357,1.15162,-1.0,sl,-1.3,0.26,-1.56,306.63,EURUSD,1306.63,-4.02
2026-03-27 17:55:00,2026-03-30 01:25:00,S,1.1529,1.14907,1.15482,1.14907,2.0,tp,7.67,0.26,7.41,314.04,EURUSD,1314.04,-3.48
2026-03-27 17:55:00,2026-03-30 01:00:00,S,1.33064,1.32527,1.33332,1.32527,2.0,tp,10.74,0.32,10.42,324.46,GBPUSD,1324.46,-2.71
2026-03-27 18:10:00,2026-03-27 21:45:00,L,18.03099,18.14272,17.97513,18.14272,2.0,tp,12.9,1.2,11.7,336.16,USDMXN,1336.16,-1.85
2026-03-27 19:05:00,2026-03-27 20:20:00,L,0.57415,0.57481,0.57382,0.57481,2.0,tp,1.69,0.46,1.23,337.39,CADCHF,1337.39,-1.76
2026-03-30 15:10:00,2026-03-30 17:05:00,S,1.32291,1.31792,1.32541,1.31792,2.0,tp,9.99,0.32,9.67,347.06,GBPUSD,1347.06,-1.05
2026-03-30 15:10:00,2026-03-30 16:50:00,S,1.84151,1.8362,1.84416,1.8362,2.0,tp,7.68,0.43,7.25,354.31,GBPCAD,1354.31,-0.52
2026-03-30 16:35:00,2026-03-30 18:05:00,S,1.598,1.59464,1.59968,1.59464,2.0,tp,4.87,0.41,4.46,358.77,EURCAD,1358.77,-0.19
2026-03-30 17:35:00,2026-03-31 01:35:00,S,1.83743,1.8357,1.83943,1.83343,0.865,time,2.5,0.43,2.07,360.84,GBPCAD,1360.84,-0.04
2026-03-30 18:45:00,2026-03-31 02:45:00,S,1.59547,1.59546,1.59746,1.59149,0.005,time,0.01,0.41,-0.4,360.44,EURCAD,1360.44,-0.07
2026-03-31 15:20:00,2026-03-31 23:20:00,L,1.60226,1.60729,1.59818,1.61042,1.233,time,7.28,0.41,6.87,367.31,EURCAD,1367.31,0.0
2026-03-31 15:20:00,2026-03-31 17:55:00,L,1.84494,1.84065,1.84065,1.85351,-1.0,sl,-6.2,0.43,-6.63,360.68,GBPCAD,1360.68,-0.48
2026-03-31 17:40:00,2026-03-31 17:55:00,S,1.32362,1.31792,1.32647,1.31792,2.0,tp,11.4,0.32,11.08,371.76,GBPUSD,1371.76,0.0
2026-03-31 18:30:00,2026-04-01 02:30:00,L,0.5746,0.57425,0.57351,0.57677,-0.322,time,-0.89,0.46,-1.35,370.41,CADCHF,1370.41,-0.1
2026-03-31 19:55:00,2026-04-01 00:55:00,L,1.84113,1.83838,1.83838,1.84664,-1.0,sl,-3.98,0.43,-4.41,366.0,GBPCAD,1366.0,-0.42
2026-04-01 15:50:00,2026-04-01 20:30:00,L,1.61237,1.61047,1.61047,1.61616,-1.0,sl,-2.74,0.41,-3.15,362.85,EURCAD,1362.85,-0.65
2026-04-01 16:55:00,2026-04-01 22:10:00,L,1.84926,1.84612,1.84612,1.85554,-1.0,sl,-4.54,0.43,-4.97,357.88,GBPCAD,1357.88,-1.01
2026-04-02 16:15:00,2026-04-02 16:55:00,S,1.32035,1.32189,1.32189,1.31726,-1.0,sl,-3.09,0.32,-3.41,354.47,GBPUSD,1354.47,-1.26
2026-04-02 17:05:00,2026-04-02 17:35:00,L,1.60476,1.6082,1.60304,1.6082,2.0,tp,4.97,0.41,4.56,359.03,EURCAD,1359.03,-0.93
2026-04-02 17:05:00,2026-04-02 17:55:00,L,1.83953,1.8437,1.83745,1.8437,2.0,tp,6.03,0.43,5.6,364.63,GBPCAD,1364.63,-0.52
2026-04-02 17:55:00,2026-04-03 01:55:00,L,1.60725,1.60608,1.60405,1.61364,-0.366,time,-1.69,0.41,-2.1,362.53,EURCAD,1362.53,-0.67
2026-04-02 18:20:00,2026-04-03 02:20:00,S,1.15505,1.15409,1.15643,1.15228,0.694,time,1.92,0.26,1.66,364.19,EURUSD,1364.19,-0.55
2026-04-02 18:25:00,2026-04-03 00:15:00,L,1.84146,1.83888,1.83888,1.84662,-1.0,sl,-3.73,0.43,-4.16,360.03,GBPCAD,1360.03,-0.86
2026-04-02 18:40:00,2026-04-03 02:40:00,L,0.57371,0.57387,0.57313,0.57487,0.277,time,0.41,0.46,-0.05,359.98,CADCHF,1359.98,-0.86
2026-04-02 19:10:00,2026-04-03 03:10:00,S,1.32319,1.32309,1.32492,1.31973,0.058,time,0.2,0.32,-0.12,359.86,GBPUSD,1359.86,-0.87
2026-04-03 15:30:00,2026-04-03 15:30:00,L,1.60754,1.60693,1.60693,1.60876,-1.0,sl,-0.88,0.41,-1.29,358.57,EURCAD,1358.57,-0.96
2026-04-03 15:30:00,2026-04-03 15:30:00,S,1.32327,1.32203,1.32389,1.32203,2.0,tp,2.47,0.32,2.15,360.72,GBPUSD,1360.72,-0.8
2026-04-03 15:35:00,2026-04-03 23:35:00,S,1.84143,1.83831,1.84374,1.8368,1.349,time,4.51,0.43,4.08,364.8,GBPCAD,1364.8,-0.51
2026-04-03 15:35:00,2026-04-03 23:35:00,S,1.32102,1.31934,1.32388,1.3153,0.588,time,3.36,0.32,3.04,367.84,GBPUSD,1367.84,-0.29
2026-04-03 17:00:00,2026-04-03 17:50:00,L,1.60749,1.60684,1.60684,1.60879,-1.0,sl,-0.94,0.41,-1.35,366.49,EURCAD,1366.49,-0.38
2026-04-03 17:15:00,2026-04-03 18:55:00,L,0.57321,0.57392,0.57285,0.57392,2.0,tp,1.82,0.46,1.36,367.85,CADCHF,1367.85,-0.29
2026-04-03 19:10:00,2026-04-03 23:10:00,L,0.57401,0.57295,0.57295,0.57613,-1.0,sl,-2.7,0.46,-3.16,364.69,CADCHF,1364.69,-0.52
2026-04-06 15:05:00,2026-04-06 17:35:00,L,1.60721,1.60905,1.60629,1.60905,2.0,tp,2.67,0.41,2.26,366.95,EURCAD,1366.95,-0.35
2026-04-06 15:35:00,2026-04-06 15:50:00,L,1.84296,1.84214,1.84214,1.8446,-1.0,sl,-1.19,0.43,-1.62,365.33,GBPCAD,1365.33,-0.47
2026-04-06 16:10:00,2026-04-06 17:20:00,L,1.84289,1.84496,1.84185,1.84496,2.0,tp,3.0,0.43,2.57,367.9,GBPCAD,1367.9,-0.28
2026-04-06 17:40:00,2026-04-06 17:50:00,L,1.84413,1.84274,1.84274,1.84691,-1.0,sl,-2.01,0.43,-2.44,365.46,GBPCAD,1365.46,-0.46
2026-04-07 15:25:00,2026-04-07 22:45:00,L,1.60836,1.61076,1.60716,1.61076,2.0,tp,3.47,0.41,3.06,368.52,EURCAD,1368.52,-0.24
2026-04-07 15:25:00,2026-04-07 17:35:00,L,1.84371,1.84163,1.84163,1.84787,-1.0,sl,-3.01,0.43,-3.44,365.08,GBPCAD,1365.08,-0.49
2026-04-07 16:55:00,2026-04-07 22:45:00,L,0.57483,0.57431,0.57431,0.57588,-1.0,sl,-1.33,0.46,-1.79,363.29,CADCHF,1363.29,-0.62
2026-04-08 15:10:00,2026-04-08 16:00:00,L,1.86711,1.86452,1.86452,1.87229,-1.0,sl,-3.75,0.43,-4.18,359.11,GBPCAD,1359.11,-0.92
2026-04-08 17:50:00,2026-04-08 17:50:00,L,1.6206,1.61956,1.61956,1.62268,-1.0,sl,-1.5,0.41,-1.91,357.2,EURCAD,1357.2,-1.06
2026-04-08 18:35:00,2026-04-08 19:35:00,L,1.86144,1.85947,1.85947,1.86538,-1.0,sl,-2.85,0.43,-3.28,353.92,GBPCAD,1353.92,-1.3
2026-04-08 18:50:00,2026-04-08 19:35:00,L,1.61931,1.61797,1.61797,1.62198,-1.0,sl,-1.93,0.41,-2.34,351.58,EURCAD,1351.58,-1.47
2026-04-09 15:10:00,2026-04-09 15:30:00,L,1.85765,1.85591,1.85591,1.86114,-1.0,sl,-2.52,0.43,-2.95,348.63,GBPCAD,1348.63,-1.69
2026-04-09 15:20:00,2026-04-09 17:50:00,L,1.34174,1.34055,1.34055,1.34413,-1.0,sl,-2.39,0.32,-2.71,345.92,GBPUSD,1345.92,-1.88
2026-04-09 16:35:00,2026-04-09 16:50:00,L,1.85607,1.85445,1.85445,1.85932,-1.0,sl,-2.35,0.43,-2.78,343.14,GBPCAD,1343.14,-2.09
2026-04-09 17:00:00,2026-04-09 17:25:00,L,1.85571,1.85408,1.85408,1.85897,-1.0,sl,-2.36,0.43,-2.79,340.35,GBPCAD,1340.35,-2.29
2026-04-09 18:05:00,2026-04-09 19:15:00,L,1.85443,1.85721,1.85304,1.85721,2.0,tp,4.02,0.43,3.59,343.94,GBPCAD,1343.94,-2.03
2026-04-09 18:05:00,2026-04-10 02:05:00,L,1.61539,1.61596,1.61333,1.61951,0.277,time,0.82,0.41,0.41,344.35,EURCAD,1344.35,-2.0
2026-04-09 18:35:00,2026-04-10 02:35:00,L,1.34393,1.34316,1.34024,1.35131,-0.209,time,-1.54,0.32,-1.86,342.49,GBPUSD,1342.49,-2.13
2026-04-09 19:30:00,2026-04-10 00:40:00,L,1.85807,1.8551,1.8551,1.864,-1.0,sl,-4.29,0.43,-4.72,337.77,GBPCAD,1337.77,-2.48
2026-04-10 15:50:00,2026-04-10 17:55:00,S,0.57021,0.57091,0.57091,0.56881,-1.0,sl,-1.78,0.46,-2.24,335.53,CADCHF,1335.53,-2.64
2026-04-10 15:55:00,2026-04-10 18:20:00,L,1.61971,1.62278,1.61817,1.62278,2.0,tp,4.44,0.41,4.03,339.56,EURCAD,1339.56,-2.35
2026-04-10 16:00:00,2026-04-10 23:40:00,L,1.85982,1.86389,1.85779,1.86389,2.0,tp,5.88,0.43,5.45,345.01,GBPCAD,1345.01,-1.95
2026-04-10 16:20:00,2026-04-13 00:00:00,L,1.34641,1.34451,1.34451,1.35022,-1.0,sl,-3.81,0.32,-4.13,340.88,GBPUSD,1340.88,-2.25
2026-04-10 18:25:00,2026-04-13 00:00:00,L,1.62247,1.61925,1.61925,1.62891,-1.0,sl,-4.66,0.41,-5.07,335.81,EURCAD,1335.81,-2.62
2026-04-10 19:55:00,2026-04-13 00:00:00,S,17.2983,17.32022,17.32022,17.25446,-1.0,sl,-2.53,1.2,-3.73,332.08,USDMXN,1332.08,-2.89
2026-04-13 15:20:00,2026-04-13 16:40:00,L,1.16871,1.17019,1.16797,1.17019,2.0,tp,2.95,0.26,2.69,334.77,EURUSD,1334.77,-2.7
2026-04-13 15:35:00,2026-04-13 20:10:00,S,0.57063,0.56921,0.57134,0.56921,2.0,tp,3.63,0.46,3.17,337.94,CADCHF,1337.94,-2.47
2026-04-13 15:35:00,2026-04-13 17:25:00,L,1.61834,1.6172,1.6172,1.62062,-1.0,sl,-1.65,0.41,-2.06,335.88,EURCAD,1335.88,-2.62
2026-04-13 15:40:00,2026-04-13 18:05:00,L,1.85913,1.85758,1.85758,1.86222,-1.0,sl,-2.24,0.43,-2.67,333.21,GBPCAD,1333.21,-2.81
2026-04-13 15:45:00,2026-04-13 20:15:00,S,17.36945,17.30664,17.40085,17.30664,2.0,tp,7.25,1.2,6.05,339.26,USDMXN,1339.26,-2.37
2026-04-13 15:50:00,2026-04-13 16:50:00,L,1.34316,1.34646,1.34151,1.34646,2.0,tp,6.6,0.32,6.28,345.54,GBPUSD,1345.54,-1.91
2026-04-13 17:05:00,2026-04-13 19:45:00,S,4724.37,4745.21864,4745.21864,4682.67271,-1.0,sl,-41.7,0.34,-42.04,303.5,XAUUSD,1303.5,-4.98
2026-04-13 17:10:00,2026-04-13 19:45:00,L,1.34491,1.34796,1.34338,1.34796,2.0,tp,6.11,0.32,5.79,309.29,GBPUSD,1309.29,-4.55
2026-04-13 19:10:00,2026-04-13 21:00:00,L,1.85868,1.86122,1.85741,1.86122,2.0,tp,3.68,0.43,3.25,312.54,GBPCAD,1312.54,-4.32
2026-04-14 15:20:00,2026-04-14 16:00:00,L,1.86678,1.8653,1.8653,1.86974,-1.0,sl,-2.14,0.43,-2.57,309.97,GBPCAD,1309.97,-4.5
2026-04-14 15:30:00,2026-04-14 18:45:00,L,1.35827,1.35646,1.35646,1.3619,-1.0,sl,-3.63,0.32,-3.95,306.02,GBPUSD,1306.02,-4.79
2026-04-14 16:40:00,2026-04-15 00:40:00,L,1.62213,1.62282,1.62069,1.62501,0.479,time,1.0,0.41,0.59,306.61,EURCAD,1306.61,-4.75
2026-04-14 16:45:00,2026-04-15 00:45:00,S,0.56761,0.56683,0.56827,0.5663,1.187,time,1.99,0.46,1.53,308.14,CADCHF,1308.14,-4.64
2026-04-14 17:00:00,2026-04-15 01:00:00,L,1.86674,1.86723,1.86476,1.8707,0.247,time,0.71,0.43,0.28,308.42,GBPCAD,1308.42,-4.62
2026-04-14 19:05:00,2026-04-14 19:10:00,S,17.26223,17.27314,17.27314,17.24041,-1.0,sl,-1.26,1.2,-2.46,305.96,USDMXN,1305.96,-4.8
2026-04-14 19:15:00,2026-04-15 03:15:00,L,1.17917,1.17938,1.17867,1.18016,0.422,time,0.42,0.26,0.16,306.12,EURUSD,1306.12,-4.79
2026-04-14 20:10:00,2026-04-15 04:10:00,S,17.26279,17.24883,17.27461,17.23914,1.181,time,1.61,1.2,0.41,306.53,USDMXN,1306.53,-4.76
2026-04-15 15:05:00,2026-04-15 15:05:00,L,1.86728,1.86654,1.86654,1.86876,-1.0,sl,-1.07,0.43,-1.5,305.03,GBPCAD,1305.03,-4.86
2026-04-15 15:05:00,2026-04-15 15:20:00,L,1.62342,1.62238,1.62238,1.62549,-1.0,sl,-1.5,0.41,-1.91,303.12,EURCAD,1303.12,-5.0
2026-04-15 15:05:00,2026-04-15 17:20:00,L,1.35522,1.35714,1.35426,1.35714,2.0,tp,3.84,0.32,3.52,306.64,GBPUSD,1306.64,-4.75
2026-04-15 17:45:00,2026-04-16 01:45:00,L,1.35724,1.35663,1.35518,1.36137,-0.296,time,-1.22,0.32,-1.54,305.1,GBPUSD,1305.1,-4.86
2026-04-16 17:05:00,2026-04-17 01:05:00,L,0.57124,0.57155,0.57063,0.57245,0.511,time,0.79,0.46,0.33,305.43,CADCHF,1305.43,-4.84
2026-04-17 15:05:00,2026-04-17 15:45:00,L,1.35339,1.35648,1.35185,1.35648,2.0,tp,6.18,0.32,5.86,311.29,GBPUSD,1311.29,-4.41
2026-04-17 16:25:00,2026-04-17 18:05:00,L,1.61728,1.61389,1.61389,1.62406,-1.0,sl,-4.9,0.41,-5.31,305.98,EURCAD,1305.98,-4.8
2026-04-17 19:15:00,2026-04-17 20:05:00,L,1.1799,1.17909,1.17909,1.18151,-1.0,sl,-1.61,0.26,-1.87,304.11,EURUSD,1304.11,-4.93
2026-04-17 19:45:00,2026-04-17 20:05:00,L,1.35547,1.35433,1.35433,1.35775,-1.0,sl,-2.28,0.32,-2.6,301.51,GBPUSD,1301.51,-5.12
2026-04-20 15:40:00,2026-04-20 16:25:00,S,4803.88,4822.7163,4822.7163,4766.20741,-1.0,sl,-37.67,0.34,-38.01,263.5,XAUUSD,1263.5,-7.89
2026-04-20 16:05:00,2026-04-20 17:50:00,S,0.57019,0.57082,0.57082,0.56893,-1.0,sl,-1.61,0.46,-2.07,261.43,CADCHF,1261.43,-8.04
2026-04-20 16:05:00,2026-04-20 16:40:00,L,1.35135,1.35311,1.35047,1.35311,2.0,tp,3.52,0.32,3.2,264.63,GBPUSD,1264.63,-7.81
2026-04-20 16:10:00,2026-04-20 18:20:00,L,1.17645,1.17838,1.17549,1.17838,2.0,tp,3.86,0.26,3.6,268.23,EURUSD,1268.23,-7.55
2026-04-20 17:10:00,2026-04-20 17:30:00,S,4812.77,4827.02678,4827.02678,4784.25644,-1.0,sl,-28.51,0.34,-28.85,239.38,XAUUSD,1239.38,-9.65
2026-04-20 18:00:00,2026-04-21 02:00:00,S,0.56978,0.57039,0.57119,0.56695,-0.432,time,-1.55,0.46,-2.01,237.37,CADCHF,1237.37,-9.8
2026-04-20 18:25:00,2026-04-21 02:25:00,L,1.35343,1.35329,1.35059,1.35912,-0.049,time,-0.28,0.32,-0.6,236.77,GBPUSD,1236.77,-9.84
2026-04-21 15:05:00,2026-04-21 15:15:00,S,4793.45,4783.65783,4798.34608,4783.65783,2.0,tp,19.58,0.34,19.24,256.01,XAUUSD,1256.01,-8.44
2026-04-21 15:20:00,2026-04-21 17:40:00,S,4783.66,4754.14043,4798.41979,4754.14043,2.0,tp,59.04,0.34,58.7,314.71,XAUUSD,1314.71,-4.16
2026-04-21 16:25:00,2026-04-21 18:00:00,L,1.35229,1.35055,1.35055,1.35577,-1.0,sl,-3.48,0.32,-3.8,310.91,GBPUSD,1310.91,-4.44
2026-04-21 16:35:00,2026-04-21 17:20:00,L,0.57118,0.57095,0.57095,0.57164,-1.0,sl,-0.58,0.46,-1.04,309.87,CADCHF,1309.87,-4.51
2026-04-21 19:10:00,2026-04-21 20:40:00,L,0.57177,0.57114,0.57114,0.57303,-1.0,sl,-1.6,0.46,-2.06,307.81,CADCHF,1307.81,-4.66
2026-04-22 15:10:00,2026-04-22 17:20:00,S,1.60329,1.60156,1.60415,1.60156,2.0,tp,2.5,0.41,2.09,309.9,EURCAD,1309.9,-4.51
2026-04-22 16:05:00,2026-04-22 16:15:00,L,1.34959,1.3506,1.34908,1.3506,2.0,tp,2.02,0.32,1.7,311.6,GBPUSD,1311.6,-4.39
2026-04-22 16:10:00,2026-04-22 19:50:00,L,0.5726,0.57379,0.57201,0.57379,2.0,tp,3.03,0.46,2.57,314.17,CADCHF,1314.17,-4.2
2026-04-22 16:10:00,2026-04-22 16:40:00,S,17.33009,17.29937,17.34545,17.29937,2.0,tp,3.55,1.2,2.35,316.52,USDMXN,1316.52,-4.03
2026-04-22 16:20:00,2026-04-23 00:20:00,L,1.35045,1.35003,1.34907,1.35321,-0.305,time,-0.84,0.32,-1.16,315.36,GBPUSD,1315.36,-4.11
2026-04-22 17:25:00,2026-04-23 01:25:00,S,1.60165,1.60005,1.60361,1.59772,0.815,time,2.32,0.41,1.91,317.27,EURCAD,1317.27,-3.97
2026-04-22 19:55:00,2026-04-23 03:55:00,L,0.57375,0.57393,0.57328,0.57468,0.386,time,0.46,0.46,0.0,317.27,CADCHF,1317.27,-3.97
2026-04-23 16:05:00,2026-04-23 20:05:00,S,4733.54,4712.96171,4743.82914,4712.96171,2.0,tp,41.16,0.34,40.82,358.09,XAUUSD,1358.09,-1.0
2026-04-23 17:00:00,2026-04-23 17:05:00,S,1.59944,1.60022,1.60022,1.59789,-1.0,sl,-1.12,0.41,-1.53,356.56,EURCAD,1356.56,-1.11
2026-04-23 17:05:00,2026-04-23 20:05:00,L,1.3494,1.34773,1.34773,1.35274,-1.0,sl,-3.34,0.32,-3.66,352.9,GBPUSD,1352.9,-1.37
2026-04-24 15:35:00,2026-04-24 19:00:00,L,0.57433,0.57363,0.57363,0.57574,-1.0,sl,-1.8,0.46,-2.26,350.64,CADCHF,1350.64,-1.54
2026-04-24 16:10:00,2026-04-24 23:35:00,L,1.84678,1.85011,1.84512,1.85011,2.0,tp,4.81,0.43,4.38,355.02,GBPCAD,1355.02,-1.22
2026-04-24 16:20:00,2026-04-24 22:00:00,L,1.34989,1.35297,1.34835,1.35297,2.0,tp,6.16,0.32,5.84,360.86,GBPUSD,1360.86,-0.79
2026-04-27 15:00:00,2026-04-27 15:10:00,S,17.36439,17.34799,17.37259,17.34799,2.0,tp,1.89,1.2,0.69,361.55,USDMXN,1361.55,-0.74
2026-04-27 15:30:00,2026-04-27 16:00:00,S,1.84494,1.84263,1.84609,1.84263,2.0,tp,3.34,0.43,2.91,364.46,GBPCAD,1364.46,-0.53
2026-04-27 15:30:00,2026-04-27 15:55:00,L,1.35681,1.35533,1.35533,1.35976,-1.0,sl,-2.95,0.32,-3.27,361.19,GBPUSD,1361.19,-0.77
2026-04-27 15:35:00,2026-04-27 17:25:00,S,4704.62,4687.99118,4712.93441,4687.99118,2.0,tp,33.26,0.34,32.92,394.11,XAUUSD,1394.11,0.0
2026-04-27 16:00:00,2026-04-27 16:15:00,S,1.59743,1.59854,1.59854,1.59522,-1.0,sl,-1.6,0.41,-2.01,392.1,EURCAD,1392.1,-0.14
2026-04-27 16:00:00,2026-04-27 16:15:00,L,0.57665,0.57614,0.57614,0.57767,-1.0,sl,-1.3,0.46,-1.76,390.34,CADCHF,1390.34,-0.27
2026-04-27 16:30:00,2026-04-27 17:55:00,S,1.84416,1.8457,1.8457,1.84108,-1.0,sl,-2.23,0.43,-2.66,387.68,GBPCAD,1387.68,-0.46
2026-04-27 16:55:00,2026-04-28 00:55:00,S,1.59741,1.59643,1.59869,1.59486,0.768,time,1.42,0.41,1.01,388.69,EURCAD,1388.69,-0.39
2026-04-27 17:25:00,2026-04-27 20:00:00,L,1.35552,1.35402,1.35402,1.35852,-1.0,sl,-3.0,0.32,-3.32,385.37,GBPUSD,1385.37,-0.63
2026-04-27 18:50:00,2026-04-28 02:50:00,S,1.84463,1.84401,1.84579,1.84232,0.537,time,0.9,0.43,0.47,385.84,GBPCAD,1385.84,-0.59
2026-04-27 19:55:00,2026-04-27 22:50:00,L,0.5766,0.57606,0.57606,0.57769,-1.0,sl,-1.39,0.46,-1.85,383.99,CADCHF,1383.99,-0.73
2026-04-28 15:25:00,2026-04-28 15:45:00,L,0.57842,0.57771,0.57771,0.57984,-1.0,sl,-1.8,0.46,-2.26,381.73,CADCHF,1381.73,-0.89
2026-04-28 15:30:00,2026-04-28 17:50:00,L,1.84252,1.84638,1.84059,1.84638,2.0,tp,5.58,0.43,5.15,386.88,GBPCAD,1386.88,-0.52
2026-04-28 18:30:00,2026-04-29 02:30:00,L,1.84713,1.84992,1.84462,1.85215,1.112,time,4.04,0.43,3.61,390.49,GBPCAD,1390.49,-0.26
2026-04-28 20:50:00,2026-04-29 02:05:00,S,4598.26,4590.95324,4601.91338,4590.95324,2.0,tp,14.61,0.34,14.27,404.76,XAUUSD,1404.76,0.0
2026-04-29 15:15:00,2026-04-29 15:50:00,S,1.17036,1.1693,1.17089,1.1693,2.0,tp,2.12,0.26,1.86,406.62,EURUSD,1406.62,0.0
2026-04-29 15:20:00,2026-04-29 17:50:00,S,1.84736,1.84505,1.84851,1.84505,2.0,tp,3.34,0.43,2.91,409.53,GBPCAD,1409.53,0.0
2026-04-29 15:25:00,2026-04-29 16:45:00,S,1.59994,1.60165,1.60165,1.59652,-1.0,sl,-2.48,0.41,-2.89,406.64,EURCAD,1406.64,-0.21
2026-04-29 16:20:00,2026-04-30 00:20:00,L,0.57761,0.57782,0.57678,0.57928,0.252,time,0.54,0.46,0.08,406.72,CADCHF,1406.72,-0.2
2026-04-29 17:30:00,2026-04-30 01:30:00,S,1.6,1.59699,1.60217,1.59566,1.388,time,4.36,0.41,3.95,410.67,EURCAD,1410.67,0.0
2026-04-29 18:05:00,2026-04-30 02:05:00,S,1.84546,1.84365,1.84786,1.84066,0.754,time,2.62,0.43,2.19,412.86,GBPCAD,1412.86,0.0
2026-04-29 19:30:00,2026-04-29 19:35:00,S,4560.27,4549.48173,4565.66413,4549.48173,2.0,tp,21.58,0.34,21.24,434.1,XAUUSD,1434.1,0.0
2026-04-29 19:40:00,2026-04-29 21:45:00,S,4550.19,4519.35319,4565.6084,4519.35319,2.0,tp,61.67,0.34,61.33,495.43,XAUUSD,1495.43,0.0
2026-04-30 16:10:00,2026-04-30 21:55:00,S,1.59793,1.59448,1.59966,1.59448,2.0,tp,5.0,0.41,4.59,500.02,EURCAD,1500.02,0.0
2026-04-30 16:45:00,2026-04-30 17:10:00,L,1.35121,1.35311,1.35026,1.35311,2.0,tp,3.8,0.32,3.48,503.5,GBPUSD,1503.5,0.0
2026-04-30 17:15:00,2026-05-01 01:15:00,L,1.84708,1.8478,1.84491,1.85142,0.332,time,1.04,0.43,0.61,504.11,GBPCAD,1504.11,0.0
2026-05-01 15:05:00,2026-05-01 17:00:00,L,1.362,1.36456,1.36072,1.36456,2.0,tp,5.12,0.32,4.8,508.91,GBPUSD,1508.91,0.0
2026-05-01 16:00:00,2026-05-01 16:40:00,S,4591.13,4608.14875,4608.14875,4557.09251,-1.0,sl,-34.04,0.34,-34.38,474.53,XAUUSD,1474.53,-2.28
2026-05-01 17:15:00,2026-05-01 18:50:00,L,1.36507,1.36152,1.36152,1.37218,-1.0,sl,-7.11,0.32,-7.43,467.1,GBPUSD,1467.1,-2.77
2026-05-01 21:50:00,2026-05-04 05:55:00,S,17.43841,17.43304,17.45851,17.3982,0.267,time,0.62,1.2,-0.58,466.52,USDMXN,1466.52,-2.81
2026-05-04 16:30:00,2026-05-04 16:50:00,S,1.84509,1.84655,1.84655,1.84217,-1.0,sl,-2.11,0.43,-2.54,463.98,GBPCAD,1463.98,-2.98
2026-05-04 16:55:00,2026-05-04 17:05:00,S,1.84604,1.84483,1.84665,1.84483,2.0,tp,1.75,0.43,1.32,465.3,GBPCAD,1465.3,-2.89
2026-05-04 17:05:00,2026-05-04 19:15:00,S,1.59394,1.59099,1.59541,1.59099,2.0,tp,4.27,0.41,3.86,469.16,EURCAD,1469.16,-2.63
2026-05-04 17:10:00,2026-05-05 01:10:00,S,1.84421,1.843,1.84665,1.83933,0.496,time,1.75,0.43,1.32,470.48,GBPCAD,1470.48,-2.55
2026-05-04 18:50:00,2026-05-05 00:00:00,L,0.57539,0.57464,0.57464,0.57688,-1.0,sl,-1.9,0.46,-2.36,468.12,CADCHF,1468.12,-2.7
2026-05-04 19:30:00,2026-05-04 23:55:00,S,1.59112,1.59281,1.59281,1.58773,-1.0,sl,-2.45,0.41,-2.86,465.26,EURCAD,1465.26,-2.89
2026-05-05 16:05:00,2026-05-05 18:45:00,L,1.35468,1.3578,1.35312,1.3578,2.0,tp,6.23,0.32,5.91,471.17,GBPUSD,1471.17,-2.5
2026-05-06 15:45:00,2026-05-06 16:05:00,L,1.17605,1.17508,1.17508,1.178,-1.0,sl,-1.95,0.26,-2.21,468.96,EURUSD,1468.96,-2.65
2026-05-06 16:15:00,2026-05-06 17:05:00,L,1.17553,1.17454,1.17454,1.1775,-1.0,sl,-1.97,0.26,-2.23,466.73,EURUSD,1466.73,-2.8
2026-05-06 16:15:00,2026-05-07 00:15:00,S,17.2643,17.23798,17.29482,17.20327,0.863,time,3.04,1.2,1.84,468.57,USDMXN,1468.57,-2.67
2026-05-06 16:55:00,2026-05-07 00:55:00,L,1.85251,1.85229,1.85117,1.85519,-0.164,time,-0.32,0.43,-0.75,467.82,GBPCAD,1467.82,-2.72
2026-05-06 16:55:00,2026-05-06 17:15:00,L,1.36087,1.35997,1.35997,1.36266,-1.0,sl,-1.79,0.32,-2.11,465.71,GBPUSD,1465.71,-2.86
2026-05-06 17:10:00,2026-05-06 17:40:00,L,1.17492,1.17591,1.17443,1.17591,2.0,tp,1.98,0.26,1.72,467.43,EURUSD,1467.43,-2.75
