entry_time,exit_time,side,entry,exit,sl,tp,R,reason,gross_$,fee_$,net_$,cum_net_$,symbol,equity_$,drawdown_%
2023-01-05 15:10:00,2023-01-05 15:55:00,S,1.43167,1.42814,1.43344,1.42814,2.0,tp,5.11,0.41,4.7,-3.37,EURCAD,996.63,-2.37
2023-01-05 15:10:00,2023-01-05 15:30:00,S,1.20085,1.19535,1.2036,1.19535,2.0,tp,11.01,0.32,10.69,7.32,GBPUSD,1007.32,-1.32
2023-01-05 16:30:00,2023-01-05 17:05:00,S,1.42767,1.43028,1.43028,1.42245,-1.0,sl,-3.78,0.41,-4.19,3.13,EURCAD,1003.13,-1.73
2023-01-05 16:35:00,2023-01-06 00:35:00,S,1.19139,1.19042,1.19485,1.18447,0.281,time,1.94,0.32,1.62,4.75,GBPUSD,1004.75,-1.58
2023-01-05 16:35:00,2023-01-05 17:15:00,S,1.61246,1.61569,1.61569,1.606,-1.0,sl,-4.67,0.43,-5.1,-0.35,GBPCAD,999.65,-2.08
2023-01-05 19:00:00,2023-01-06 03:00:00,S,1.42861,1.42673,1.43107,1.42369,0.765,time,2.72,0.41,2.31,1.96,EURCAD,1001.96,-1.85
2023-01-05 19:50:00,2023-01-05 20:50:00,S,1.61671,1.61823,1.61823,1.61368,-1.0,sl,-2.2,0.43,-2.63,-0.67,GBPCAD,999.33,-2.11
2023-01-05 21:00:00,2023-01-05 22:05:00,S,1835.89,1832.58772,1837.54114,1832.58772,2.0,tp,6.6,0.34,6.26,5.59,XAUUSD,1005.59,-1.49
2023-01-06 15:35:00,2023-01-06 17:15:00,S,1.61544,1.62268,1.62268,1.60096,-1.0,sl,-10.47,0.43,-10.9,-5.31,GBPCAD,994.69,-2.56
2023-01-06 15:35:00,2023-01-06 23:35:00,S,1.42957,1.4308,1.43428,1.42016,-0.261,time,-1.78,0.41,-2.19,-7.5,EURCAD,992.5,-2.78
2023-01-06 17:05:00,2023-01-06 19:45:00,L,1.19431,1.20774,1.1876,1.20774,2.0,tp,26.85,0.32,26.53,19.03,GBPUSD,1019.03,-0.18
2023-01-06 17:05:00,2023-01-09 00:00:00,L,0.91818,0.92608,0.91423,0.92608,2.0,tp,11.43,0.29,11.14,30.17,AUDCAD,1030.17,0.0
2023-01-09 15:05:00,2023-01-09 16:45:00,L,0.92551,0.92916,0.92368,0.92916,2.0,tp,5.28,0.29,4.99,35.16,AUDCAD,1035.16,0.0
2023-01-09 15:10:00,2023-01-09 15:25:00,L,1.21445,1.21742,1.21297,1.21742,2.0,tp,5.94,0.32,5.62,40.78,GBPUSD,1040.78,0.0
2023-01-09 15:55:00,2023-01-09 23:55:00,L,1.21684,1.21748,1.21317,1.22418,0.174,time,1.28,0.32,0.96,41.74,GBPUSD,1041.74,0.0
2023-01-09 16:10:00,2023-01-09 21:30:00,S,19.1654,19.11391,19.19114,19.11391,2.0,tp,5.95,1.2,4.75,46.49,USDMXN,1046.49,0.0
2023-01-09 19:35:00,2023-01-09 20:35:00,L,0.92741,0.92669,0.92669,0.92884,-1.0,sl,-1.04,0.29,-1.33,45.16,AUDCAD,1045.16,-0.13
2023-01-09 19:35:00,2023-01-09 19:35:00,L,1870.75,1869.13623,1869.13623,1873.97753,-1.0,sl,-3.23,0.34,-3.57,41.59,XAUUSD,1041.59,-0.47
2023-01-09 19:45:00,2023-01-09 21:50:00,L,1870.82,1874.82313,1868.81843,1874.82313,2.0,tp,8.01,0.34,7.67,49.26,XAUUSD,1049.26,0.0
2023-01-10 15:10:00,2023-01-10 16:05:00,S,1.62755,1.62908,1.62908,1.62449,-1.0,sl,-2.21,0.43,-2.64,46.62,GBPCAD,1046.62,-0.25
2023-01-10 15:25:00,2023-01-10 23:25:00,L,1874.18,1877.42,1870.21087,1882.11825,0.816,time,6.48,0.34,6.14,52.76,XAUUSD,1052.76,0.0
2023-01-10 16:05:00,2023-01-11 00:05:00,L,1.21583,1.21468,1.21087,1.22576,-0.232,time,-2.3,0.32,-2.62,50.14,GBPUSD,1050.14,-0.25
2023-01-10 16:05:00,2023-01-11 00:05:00,S,19.11948,19.05452,19.16594,19.02656,1.398,time,7.5,1.2,6.3,56.44,USDMXN,1056.44,0.0
2023-01-11 15:05:00,2023-01-11 16:15:00,S,19.0606,19.08463,19.08463,19.01255,-1.0,sl,-2.77,1.2,-3.97,52.47,USDMXN,1052.47,-0.38
2023-01-11 15:10:00,2023-01-11 16:00:00,S,1.62702,1.62347,1.62879,1.62347,2.0,tp,5.13,0.43,4.7,57.17,GBPCAD,1057.17,0.0
2023-01-11 16:25:00,2023-01-11 17:00:00,L,1.21157,1.21488,1.20991,1.21488,2.0,tp,6.62,0.32,6.3,63.47,GBPUSD,1063.47,0.0
2023-01-11 17:55:00,2023-01-12 01:05:00,S,1.62872,1.63188,1.63188,1.62241,-1.0,sl,-4.57,0.43,-5.0,58.47,GBPCAD,1058.47,-0.47
2023-01-12 15:05:00,2023-01-12 15:25:00,L,0.92672,0.92558,0.92558,0.92899,-1.0,sl,-1.64,0.29,-1.93,56.54,AUDCAD,1056.54,-0.65
2023-01-12 15:20:00,2023-01-12 15:30:00,L,1.21547,1.21257,1.21257,1.22127,-1.0,sl,-5.8,0.32,-6.12,50.42,GBPUSD,1050.42,-1.23
2023-01-12 15:35:00,2023-01-12 23:35:00,L,0.92944,0.93093,0.92347,0.94138,0.25,time,2.16,0.29,1.87,52.29,AUDCAD,1052.29,-1.05
2023-01-12 15:35:00,2023-01-12 23:35:00,L,1.21985,1.2213,1.20779,1.24396,0.12,time,2.9,0.32,2.58,54.87,GBPUSD,1054.87,-0.81
2023-01-12 15:45:00,2023-01-12 23:45:00,L,1.44395,1.4503,1.44004,1.45177,1.623,time,9.19,0.41,8.78,63.65,EURCAD,1063.65,0.0
2023-01-12 16:45:00,2023-01-13 00:45:00,S,1.62767,1.63163,1.63499,1.61302,-0.541,time,-5.73,0.43,-6.16,57.49,GBPCAD,1057.49,-0.58
