symbol,htf_strength_min,trades,WR_%,exp_R,PF,q_pass_%,score
GBPNZD,0.0,535,42.43,0.273,1.32,23.1,5.97
GBPNZD,0.15,429,38.93,0.168,1.15,7.7,-5.23
GBPNZD,0.3,333,36.04,0.081,1.05,0.0,-11.96
GBPNZD,0.5,214,34.58,0.037,0.98,0.0,-13.42
GBPNZD,0.8,65,38.46,0.154,1.12,0.0,-19.54
