symbol,htf_strength_min,trades,WR_%,exp_R,PF,q_pass_%,score
EURCHF,0.0,1467,45.67,0.37,1.44,38.5,16.9
EURCHF,0.15,1142,44.13,0.324,1.34,23.1,7.67
EURCHF,0.3,757,41.48,0.244,1.2,23.1,5.02
EURCHF,0.5,402,42.79,0.284,1.24,15.4,2.48
EURCHF,0.8,107,42.99,0.29,1.25,0.0,-15.01
