entry_time,exit_time,side,entry,sl,tp,exit,qty,pnl,balance_after,result,exit_minus_entry,cumulative_pnl
2025-01-24 16:40:00+00:00,2025-01-24 16:45:00+00:00,sell,408.7257,408.9353,408.51610000000005,408.51610000000005,477.0992366412982,100.0,10100.0,win,-0.20959999999996626,100.0
2025-01-24 16:55:00+00:00,2025-01-24 19:00:00+00:00,sell,408.34770000000003,409.1903,407.5051000000001,407.5051000000001,119.86707809162863,101.0,10201.0,win,-0.8425999999999476,201.0
2025-01-24 20:15:00+00:00,2025-01-24 20:25:00+00:00,sell,407.5317,407.64529999999996,407.41810000000004,407.64529999999996,897.9753521129716,-102.01,10098.99,loss,0.11359999999996262,98.99
2025-01-24 21:40:00+00:00,2025-01-24 21:45:00+00:00,sell,407.5427,407.5823,407.5031000000001,407.5031000000001,2550.2500000031982,100.9899,10199.9799,win,-0.03959999999995034,199.9799
2025-01-24 21:55:00+00:00,2025-01-24 22:25:00+00:00,sell,407.3797,407.5743,407.18510000000003,407.5743,524.1510739979987,-101.999799,10097.980101000001,loss,0.1945999999999799,97.98010099999999
2025-01-24 23:40:00+00:00,2025-01-24 23:45:00+00:00,sell,407.40270000000004,407.5053,407.3001000000001,407.5053,984.2085868426952,-100.97980101000002,9997.00029999,loss,0.10259999999993852,-2.9997000100000264
2025-01-27 00:00:00+00:00,2025-01-27 00:20:00+00:00,sell,407.16970000000003,407.52529999999996,406.8141000000001,407.52529999999996,281.13049212576277,-99.97000299989999,9897.0302969901,loss,0.3555999999999244,-102.96970300990002
2025-01-27 01:40:00+00:00,2025-01-27 02:50:00+00:00,sell,407.3707,407.6853,407.0561,407.6853,314.59091853116945,-98.97030296990101,9798.0599940202,loss,0.31459999999998445,-201.94000597980101
2025-01-27 09:10:00+00:00,2025-01-27 09:20:00+00:00,buy,408.28229999999996,407.6007,408.9638999999999,408.9638999999999,143.75088019396966,97.980599940202,9896.0405939604,win,0.6815999999999462,-103.95940603959902
2025-01-27 09:45:00+00:00,2025-01-27 23:55:00+00:00,buy,409.14529999999996,407.6547,410.63589999999994,407.6547,66.38964573970607,-98.96040593960402,9797.080188020796,loss,-1.4905999999999722,-202.91981197920302
2025-01-28 00:05:00+00:00,2025-01-28 01:05:00+00:00,sell,407.6147,408.2453,406.98410000000007,408.2453,155.3612462420146,-97.97080188020796,9699.109386140588,loss,0.6305999999999585,-300.89061385941096
