symbol,htf_strength_min,trades,WR_%,exp_R,PF,q_pass_%,score
USDTRY,0.8,267,23.22,-0.303,0.56,0.0,-24.78
USDTRY,0.0,1619,20.32,-0.39,0.43,0.0,-27.68
USDTRY,0.5,615,20.0,-0.4,0.45,0.0,-28.0
USDTRY,0.15,1396,18.98,-0.431,0.4,0.0,-29.02
USDTRY,0.3,1048,18.8,-0.436,0.41,0.0,-29.2
