logged_at_utc,symbol,signal_bar_utc,bar_index,trend,side,model_entry,model_sl,model_tp,setup_qty,start_balance,backtest_trades,backtest_net_pnl
2026-05-09T20:40:35.834629+00:00,BTCUSD.i,2026-05-09T23:35:00+00:00,999,bull,buy,80866.54,80727.55,81005.52999999998,0.7194762213109339,10000.0,30,602.47
