symbol,htf_strength_min,trades,WR_%,exp_R,PF,q_pass_%,score
AUDNZD,0.0,469,43.5,0.305,1.33,38.5,14.73
AUDNZD,0.15,404,38.61,0.158,1.1,7.7,-5.54
AUDNZD,0.5,163,41.1,0.233,1.2,0.0,-6.9
AUDNZD,0.3,296,36.49,0.095,1.0,0.0,-11.51
AUDNZD,0.8,46,41.3,0.239,1.23,0.0,-16.7
