entry_time,exit_time,side,entry,sl,tp,exit,qty,pnl,balance_after,result,exit_minus_entry,cumulative_pnl
2025-01-24 16:45:00+00:00,2025-01-27 00:00:00+00:00,sell,1.10554,1.1065,1.10458,1.10458,104166.66666665886,100.0,10100.0,win,-0.0009600000000000719,100.0
2025-01-27 05:10:00+00:00,2025-01-27 07:25:00+00:00,buy,1.10677,1.10574,1.1078000000000001,1.10574,98058.25242717624,-101.0,9999.0,loss,-0.0010300000000000864,-1.0
2025-01-27 13:30:00+00:00,2025-01-27 14:45:00+00:00,sell,1.1048200000000001,1.10582,1.1038200000000002,1.10582,99990.00000001102,-99.99000000000001,9899.01,loss,0.0009999999999998899,-100.99000000000001
2025-01-27 15:25:00+00:00,2025-01-28 03:10:00+00:00,sell,1.10512,1.10618,1.1040600000000003,1.10618,93386.88679246702,-98.9901,9800.0199,loss,0.0010599999999998388,-199.9801
2025-01-28 04:30:00+00:00,2025-01-28 10:40:00+00:00,sell,1.10531,1.10675,1.1038700000000001,1.1038700000000001,68055.69375000539,98.000199,9898.020099,win,-0.0014399999999998858,-101.979901
2025-01-28 14:10:00+00:00,2025-01-28 18:00:00+00:00,sell,1.10422,1.10502,1.10342,1.10342,123725.25123751363,98.98020099,9997.000299989999,win,-0.0007999999999999119,-2.999700009999998
2025-01-28 18:45:00+00:00,2025-01-29 00:00:00+00:00,sell,1.1031,1.1042,1.1019999999999999,1.1019999999999999,90881.82090899165,99.97000299989999,10096.9703029899,win,-0.001100000000000101,96.97030298989999
2025-01-29 02:25:00+00:00,2025-01-29 02:30:00+00:00,sell,1.1032,1.10429,1.10211,1.10211,92632.75507329882,100.969703029899,10197.940006019799,win,-0.0010900000000000354,197.940006019799
2025-01-29 05:20:00+00:00,2025-01-29 11:05:00+00:00,sell,1.10149,1.10262,1.1003600000000002,1.10262,90247.25669045241,-101.97940006019799,10095.9606059596,loss,0.0011299999999998533,95.96060595960101
2025-01-29 16:15:00+00:00,2025-01-29 23:50:00+00:00,sell,1.10201,1.10314,1.1008799999999999,1.1008799999999999,89344.78412353033,100.95960605959601,10196.920212019197,win,-0.0011300000000000754,196.92021201919704
2025-01-30 00:00:00+00:00,2025-01-30 03:45:00+00:00,sell,1.1005,1.10211,1.0988900000000001,1.10211,63334.90814919191,-101.96920212019197,10094.951009899005,loss,0.0016099999999998893,94.95100989900507
2025-01-30 10:15:00+00:00,2025-01-30 15:05:00+00:00,buy,1.10308,1.10185,1.1043100000000001,1.10185,82072.772438199,-100.94951009899005,9994.001499800015,loss,-0.0012300000000000644,-5.998500199984974
2025-01-30 17:30:00+00:00,2025-01-30 23:55:00+00:00,buy,1.10266,1.10147,1.10385,1.10147,83983.20588067068,-99.94001499800015,9894.061484802016,loss,-0.0011900000000000244,-105.93851519798513
2025-01-31 02:55:00+00:00,2025-01-31 07:45:00+00:00,buy,1.10326,1.10212,1.1043999999999998,1.10212,86790.01302458526,-98.94061484802016,9795.120869953997,loss,-0.0011399999999999189,-204.8791300460053
2025-01-31 09:05:00+00:00,2025-01-31 17:55:00+00:00,sell,1.10165,1.10282,1.1004800000000001,1.10282,83718.98179448623,-97.95120869953996,9697.169661254457,loss,0.0011699999999998933,-302.83033874554525
2025-01-31 18:40:00+00:00,2025-02-03 00:00:00+00:00,sell,1.10168,1.10377,1.09959,1.09959,46397.94096294164,96.97169661254456,9794.141357867002,win,-0.0020899999999999253,-205.85864213300067
2025-02-03 02:25:00+00:00,2025-02-03 18:00:00+00:00,buy,1.10364,1.10163,1.1056499999999998,1.1056499999999998,48727.071432177894,97.94141357867002,9892.082771445672,win,0.0020099999999998452,-107.91722855433065
